,Depth_ft,Caliper_in,source_file,Diameter_auger_in,calibrated_in,calibrated_cm,Well_Diameter_Deviation_Percentage,Depth [m]
19,82.9619,5.24266,AW1D_caliper_20210910.LAS,6,6.614172685293111,16.7999986206445,10.23621142155185,-25.28678712
20,82.8622,4.96752,AW1D_caliper_20210910.LAS,6,6.326591013443473,16.06954117414642,5.44318355739121,-25.25639856
21,82.7625,4.9773,AW1D_caliper_20210910.LAS,6,6.336813259393495,16.095505678859478,5.613554323224923,-25.226010000000002
22,82.6627,5.46299,AW1D_caliper_20210910.LAS,6,6.844465880606882,17.384943336741483,14.074431343448035,-25.19559096
23,82.563,5.22895,AW1D_caliper_20210910.LAS,6,6.599842727013478,16.763600526614233,9.99737878355796,-25.165202400000002
24,82.4633,5.15458,AW1D_caliper_20210910.LAS,6,6.522109758577562,16.566158786787007,8.701829309626035,-25.134813840000003
25,82.3636,5.21581,AW1D_caliper_20210910.LAS,6,6.58610854380455,16.728715701263557,9.768475730075837,-25.104425280000005
26,82.2639,5.33325,AW1D_caliper_20210910.LAS,6,6.708859112758615,17.040502146406883,11.81431854597692,-25.074036720000002
27,82.1642,5.11515,AW1D_caliper_20210910.LAS,6,6.480896756756557,16.461477762161657,8.014945945942625,-25.04364816
28,82.0645,5.12913,AW1D_caliper_20210910.LAS,6,6.495508924280211,16.498592667671737,8.258482071336843,-25.0132596
