pair_idx,depth_top,depth_bottom,log10_sec_top,log10_sec_bottom,sec_top_uS_cm,sec_bottom_uS_cm,slope_log10,slope_linear_uS_cm_per_m,slope_sign,is_top_of_mixing,is_bottom_of_mixing
1,5.111266864149775,6.337695353662155,2.9953287900548204,3.04413368696929,989.3017790270875,1106.9644835683107,0.03979432745717931,95.93931121740754,1,False,False
2,6.337695353662155,8.320841824681368,3.04413368696929,3.3931892548256877,1106.9644835683107,2472.8014961712975,0.1760109870639081,688.7222061318707,1,True,False
3,8.320841824681368,8.694404257032494,3.3931892548256877,3.6514228971153972,2472.8014961712975,4481.494802886465,0.6912730508376873,5377.128781587762,1,False,False
4,8.694404257032494,9.35239823999865,3.6514228971153972,3.8680036933716138,4481.494802886465,7379.105055165153,0.32915315620349134,4403.703266732955,1,False,False
5,9.35239823999865,12.802777809619108,3.8680036933716138,4.265652996004617,7379.105055165153,18435.418291528775,0.11524798782550881,3204.37592829238,1,False,False
6,12.802777809619108,14.936561004070581,4.265652996004617,4.393332905376093,18435.418291528775,24736.19554113018,0.059837339474547155,2952.8666576742494,1,False,False
7,14.936561004070581,15.39121198390163,4.393332905376093,4.40835827962179,24736.19554113018,25606.975126488167,0.03304815102626783,1915.2704469735768,1,False,False
8,15.39121198390163,16.588805813010108,4.40835827962179,4.438724525952991,25606.975126488167,27461.517098287248,0.02535604776270946,1548.5567199186842,1,False,False
9,16.588805813010108,17.350732428854176,4.438724525952991,4.490991515122285,27461.517098287248,30973.587850531407,0.06859845565493436,4609.460647799343,1,False,False
10,17.350732428854176,18.106334682011223,4.490991515122285,4.5681216089767664,30973.587850531407,36993.17517245159,0.10207763877386282,7966.608485839248,1,False,False
11,18.106334682011223,21.744516131177704,4.5681216089767664,4.664723350591166,36993.17517245159,46208.65744100913,0.02655220553568915,2532.991385206703,1,False,False
12,21.744516131177704,22.328601877292137,4.664723350591166,4.677415699203315,46208.65744100913,47579.04264602468,0.021730283090424463,2346.2055256987433,1,False,False
13,22.328601877292137,22.771714044472837,4.677415699203315,4.68406220741009,47579.04264602468,48312.79993022021,0.01499960664376165,1655.9177078437137,1,False,True
14,22.771714044472837,25.14063652931211,4.68406220741009,4.70757710774083,48312.79993022021,51000.81400207346,0.009926411894535102,1134.6990410433903,1,False,False
