depth_m,sec_uS_cm,log10_sec_uS_cm,depth_bgl_m
0.001,451.5299786837943,2.654686589964539,3.2809999999999997
0.01700000000000179,451.7471382887383,2.6548954100888715,3.2970000000000015
0.03300000000000358,451.96480691175316,2.6551046189727177,3.3130000000000033
0.04900000000000537,452.1830203279714,2.6553142503660045,3.329000000000005
0.06500000000000716,452.4018161844276,2.655524339748758,3.345000000000007
0.08100000000000895,452.6212330544895,2.655734923419199,3.3610000000000086
0.09700000000001074,452.841308439435,2.655946036574712,3.3770000000000104
0.11300000000001253,453.0620759685895,2.656157710630121,3.3930000000000122
0.12900000000001433,453.2835631193217,2.6563699710419146,3.409000000000014
0.14500000000001612,453.5057897461423,2.6565828359137558,3.425000000000016
0.1610000000000179,453.7287680449504,2.6567963159799084,3.4410000000000176
0.1770000000000197,453.9525030868552,2.657010415133798,3.4570000000000194
0.1930000000000215,454.1769934480172,2.6572251310470043,3.473000000000021
0.20900000000002328,454.40223199194884,2.65744045593229,3.489000000000023
0.22500000000002507,454.6282065111107,2.6576563771701,3.5050000000000248
0.24100000000002686,454.85490052915,2.6578728780867014,3.5210000000000266
0.25700000000002865,455.0822941515554,2.658089938776304,3.5370000000000283
0.27300000000003044,455.3103649669817,2.6583075369691342,3.55300000000003
0.28900000000003223,455.5390892144837,2.65852564915046,3.569000000000032
0.305000000000034,455.7684430977484,2.6587442518163575,3.5850000000000337
0.3210000000000358,455.99840362508945,2.658963322274022,3.6010000000000355
0.3370000000000376,456.2289489343096,2.6591828389492758,3.6170000000000373
0.3530000000000394,456.46005822289266,2.65940278131761,3.633000000000039
0.3690000000000412,456.6917115193831,2.6596231296843817,3.649000000000041
0.385000000000043,456.9238886184375,2.659843864170744,3.6650000000000427
0.40100000000004477,457.156567416716,2.6600649631334523,3.6810000000000445
0.41700000000004656,457.3897218800987,2.6602864012394445,3.6970000000000462
0.43300000000004835,457.6233200738447,2.6605081476060617,3.713000000000048
0.44900000000005014,457.85732160326444,2.660730163387872,3.72900000000005
0.4650000000000519,458.09167457903374,2.6609523989202857,3.7450000000000516
0.4810000000000537,458.32631276931124,2.6611747910490196,3.7610000000000534
0.4970000000000555,458.56115419263193,2.6613972618323505,3.777000000000055
0.5130000000000573,458.7961010105863,2.6616197184777426,3.793000000000057
0.5290000000000591,459.0310430551685,2.6618420567173935,3.809000000000059
0.5450000000000609,459.2658701920825,2.6620641725287713,3.8250000000000606
0.5610000000000627,459.5004989584273,2.6622859873103217,3.8410000000000624
0.5770000000000645,459.7349287153999,2.662507500861669,3.857000000000064
0.5930000000000663,459.9693474611027,2.6627288910901488,3.873000000000066
0.609000000000068,460.20430627221737,2.662950678177717,3.8890000000000677
0.6250000000000698,460.44093932335846,2.663173931230076,3.9050000000000695
0.6410000000000716,460.68104986306184,2.663400347895895,3.9210000000000713
0.6570000000000734,460.9475807292328,2.663651539935334,3.937000000000073
0.6730000000000752,461.21613224832237,2.6639044894810664,3.953000000000075
0.689000000000077,461.48662147156875,2.6641591153179607,3.9690000000000767
0.7050000000000788,461.75893433994565,2.6644153071377263,3.9850000000000785
0.7210000000000806,462.03291746033676,2.6646729178983697,4.00100000000008
0.7370000000000824,462.30839087853786,2.664931775936842,4.017000000000082
0.7530000000000842,462.5851780708387,2.6651917132050897,4.033000000000084
0.769000000000086,462.8631284821707,2.6654525864114245,4.049000000000086
0.7850000000000877,463.14213022786737,2.6657142888610044,4.065000000000087
0.8010000000000895,463.42211540984295,2.665976755330696,4.081000000000089
0.8170000000000913,463.7030601169159,2.6662399619460637,4.097000000000091
0.8330000000000931,463.9849849830708,2.666503926579646,4.113000000000093
0.8490000000000949,464.2679533595108,2.666768707014313,4.129000000000095
0.8650000000000967,464.5520642787267,2.6670343942432035,4.145000000000096
0.8810000000000985,464.837440539835,2.66730110123466,4.161000000000098
0.8970000000001003,465.1242235049675,2.6675689580034376,4.1770000000001
