depth_m,sec_uS_cm,log10_sec_uS_cm,depth_bgl_m
0.015,654.6469076294347,2.816007120731769,0.655
0.025000000000001563,654.6469076294347,2.816007120731769,0.6650000000000016
0.035000000000003126,654.6469076294347,2.816007120731769,0.6750000000000032
0.04500000000000469,654.6469076294347,2.816007120731769,0.6850000000000047
0.05500000000000625,654.6469076294347,2.816007120731769,0.6950000000000063
0.06500000000000782,654.6469076294347,2.816007120731769,0.7050000000000078
0.07500000000000938,654.6469076294347,2.816007120731769,0.7150000000000094
0.08500000000001094,654.6469076294347,2.816007120731769,0.725000000000011
0.0950000000000125,654.6469076294347,2.816007120731769,0.7350000000000125
0.10500000000001407,654.6469076294347,2.816007120731769,0.7450000000000141
0.11500000000001563,654.6469076294347,2.816007120731769,0.7550000000000157
0.1250000000000172,654.6469076294347,2.816007120731769,0.7650000000000172
0.13500000000001877,654.6469076294347,2.816007120731769,0.7750000000000188
0.14500000000002033,654.6469076294347,2.816007120731769,0.7850000000000203
0.1550000000000219,654.6469076294347,2.816007120731769,0.7950000000000219
0.16500000000002346,654.6469076294347,2.816007120731769,0.8050000000000235
0.17500000000002502,654.6469076294347,2.816007120731769,0.815000000000025
0.1850000000000266,654.6469076294347,2.816007120731769,0.8250000000000266
0.19500000000002815,654.6469076294347,2.816007120731769,0.8350000000000282
0.20500000000002971,654.6469076294347,2.816007120731769,0.8450000000000297
0.21500000000003128,654.6469076294347,2.816007120731769,0.8550000000000313
0.22500000000003284,654.6469076294347,2.816007120731769,0.8650000000000329
0.2350000000000344,654.6469076294347,2.816007120731769,0.8750000000000344
0.24500000000003597,654.6469076294347,2.816007120731769,0.885000000000036
0.25500000000003753,654.6469076294347,2.816007120731769,0.8950000000000375
0.2650000000000391,654.6469076294347,2.816007120731769,0.9050000000000391
0.27500000000004066,654.6469076294347,2.816007120731769,0.9150000000000407
0.2850000000000422,654.6469076294347,2.816007120731769,0.9250000000000422
0.2950000000000438,654.6469076294347,2.816007120731769,0.9350000000000438
0.30500000000004535,654.6469076294347,2.816007120731769,0.9450000000000454
0.3150000000000469,654.6469076294347,2.816007120731769,0.9550000000000469
0.3250000000000485,654.6469076294347,2.816007120731769,0.9650000000000485
0.33500000000005004,654.6469076294347,2.816007120731769,0.97500000000005
0.3450000000000516,654.6469076294347,2.816007120731769,0.9850000000000516
0.35500000000005316,654.6469076294347,2.816007120731769,0.9950000000000532
0.3650000000000547,654.6469076294347,2.816007120731769,1.0050000000000547
0.3750000000000563,654.6469076294347,2.816007120731769,1.0150000000000563
