Date,Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V,Corrected sp Cond [µS/cm],Depth from GL (m)
8/22/2023,13:16:28,0.25,BW5,5747.0,4.742,5563.4,2.7,2.7,0.21,61.8,6.736,3.01,5581.0,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.6,4.962
8/22/2023,13:16:28,0.5,BW5,5747.0,4.742,5563.4,2.7,2.7,0.21,61.7,6.736,3.01,5581.0,3628,7.27,-28.5,26.558,4.739,2.72,0.8,5516.6,4.959
8/22/2023,13:16:28,0.75,BW5,5747.1,4.742,5563.5,2.7,2.7,0.21,61.7,6.736,3.01,5581.0,3628,7.27,-28.5,26.557,4.742,2.72,0.8,5516.6,4.962
8/22/2023,13:16:29,0.0,BW5,5747.0,4.742,5563.4,2.7,2.7,0.21,61.7,6.736,3.01,5581.0,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.6,4.962
8/22/2023,13:16:29,0.25,BW5,5747.0,4.741,5563.4,2.7,2.7,0.21,61.7,6.736,3.01,5581.0,3628,7.27,-28.5,26.558,4.741,2.72,0.8,5516.6,4.961
8/22/2023,13:16:29,0.5,BW5,5747.0,4.742,5563.4,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:16:29,0.75,BW5,5746.9,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.743,2.72,0.8,5516.5,4.963
8/22/2023,13:16:30,0.0,BW5,5746.9,4.741,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.74,2.72,0.8,5516.5,4.96
8/22/2023,13:16:30,0.25,BW5,5746.9,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.741,2.72,0.8,5516.4,4.961
8/22/2023,13:16:30,0.5,BW5,5746.8,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.4,4.962
8/22/2023,13:16:30,0.75,BW5,5746.9,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.4,4.962
8/22/2023,13:16:31,0.0,BW5,5746.9,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.743,2.72,0.8,5516.5,4.963
8/22/2023,13:16:31,0.25,BW5,5746.9,4.742,5563.4,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:16:31,0.5,BW5,5746.9,4.742,5563.3,2.7,2.7,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:16:31,0.75,BW5,5746.9,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.74,2.72,0.8,5516.5,4.96
8/22/2023,13:16:32,0.0,BW5,5746.9,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.558,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:16:32,0.25,BW5,5747.0,4.742,5563.4,2.6,2.6,0.21,61.7,6.736,3.01,5581.0,3628,7.27,-28.5,26.557,4.742,2.72,0.8,5516.6,4.962
8/22/2023,13:16:32,0.5,BW5,5746.9,4.742,5563.4,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.739,2.72,0.8,5516.5,4.959
8/22/2023,13:16:32,0.75,BW5,5746.9,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.741,2.72,0.8,5516.5,4.961
8/22/2023,13:16:33,0.0,BW5,5746.9,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:16:33,0.25,BW5,5746.9,4.741,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.9,3628,7.27,-28.5,26.557,4.739,2.72,0.8,5516.5,4.959
8/22/2023,13:16:33,0.5,BW5,5746.8,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.741,2.72,0.8,5516.4,4.961
8/22/2023,13:16:33,0.75,BW5,5746.8,4.742,5563.2,2.6,2.6,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.743,2.72,0.8,5516.4,4.963
8/22/2023,13:16:34,0.0,BW5,5746.8,4.742,5563.2,2.6,2.6,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.742,2.72,0.8,5516.4,4.962
8/22/2023,13:16:34,0.25,BW5,5746.8,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.742,2.72,0.8,5516.4,4.962
8/22/2023,13:16:34,0.5,BW5,5746.8,4.742,5563.3,2.6,2.6,0.21,61.7,6.736,3.01,5580.8,3628,7.27,-28.5,26.557,4.745,2.72,0.8,5516.4,4.965
8/22/2023,13:16:34,0.75,BW5,5746.7,4.742,5563.2,2.6,2.6,0.21,61.7,6.736,3.01,5580.7,3627,7.27,-28.5,26.557,4.744,2.72,0.8,5516.3,4.964
8/22/2023,13:16:35,0.0,BW5,5746.7,4.742,5563.1,2.6,2.6,0.21,61.7,6.736,3.01,5580.7,3627,7.27,-28.5,26.557,4.743,2.72,0.8,5516.3,4.963
8/22/2023,13:16:35,0.25,BW5,5746.6,4.742,5563.1,2.6,2.6,0.21,61.7,6.736,3.01,5580.6,3627,7.27,-28.5,26.557,4.744,2.72,0.8,5516.2,4.964
8/22/2023,13:16:35,0.5,BW5,5746.6,4.742,5563.0,2.6,2.6,0.21,61.7,6.736,3.01,5580.6,3627,7.27,-28.5,26.557,4.744,2.72,0.8,5516.2,4.964
8/22/2023,13:16:35,0.75,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.7,6.736,3.01,5580.6,3627,7.27,-28.5,26.557,4.74,2.72,0.8,5516.2,4.96
8/22/2023,13:16:36,0.0,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.7,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:36,0.25,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.6,3627,7.27,-28.5,26.557,4.742,2.72,0.8,5516.2,4.962
8/22/2023,13:16:36,0.5,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.6,3627,7.27,-28.5,26.557,4.739,2.72,0.8,5516.2,4.959
8/22/2023,13:16:36,0.75,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:37,0.0,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:37,0.25,BW5,5746.5,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.739,2.72,0.8,5516.1,4.959
8/22/2023,13:16:37,0.5,BW5,5746.4,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:37,0.75,BW5,5746.4,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.744,2.72,0.8,5516.1,4.964
8/22/2023,13:16:38,0.0,BW5,5746.4,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.557,4.743,2.72,0.8,5516.0,4.963
8/22/2023,13:16:38,0.25,BW5,5746.4,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.743,2.72,0.8,5516.1,4.963
8/22/2023,13:16:38,0.5,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.737,3.01,5580.5,3627,7.27,-28.5,26.557,4.746,2.72,0.8,5516.1,4.966
8/22/2023,13:16:38,0.75,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.737,3.01,5580.5,3627,7.27,-28.5,26.557,4.744,2.72,0.8,5516.1,4.964
8/22/2023,13:16:39,0.0,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:39,0.25,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.737,3.01,5580.5,3627,7.27,-28.5,26.557,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:39,0.5,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.557,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:39,0.75,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.556,4.739,2.72,0.8,5516.1,4.959
8/22/2023,13:16:40,0.0,BW5,5746.4,4.742,5563.0,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:40,0.25,BW5,5746.4,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.556,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:40,0.5,BW5,5746.3,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.739,2.72,0.8,5516.0,4.959
8/22/2023,13:16:40,0.75,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.74,2.72,0.8,5516.0,4.96
8/22/2023,13:16:41,0.0,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:41,0.25,BW5,5746.2,4.741,5562.8,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.738,2.72,0.8,5516.0,4.958
8/22/2023,13:16:41,0.5,BW5,5746.3,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.74,2.72,0.8,5516.0,4.96
8/22/2023,13:16:41,0.75,BW5,5746.3,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.5,3627,7.27,-28.5,26.556,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:42,0.0,BW5,5746.3,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:42,0.25,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.74,2.72,0.8,5516.0,4.96
8/22/2023,13:16:42,0.5,BW5,5746.2,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5516.0,4.961
8/22/2023,13:16:42,0.75,BW5,5746.3,4.742,5562.9,2.6,2.6,0.21,61.6,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5516.0,4.961
8/22/2023,13:16:43,0.0,BW5,5746.2,4.742,5562.9,2.6,2.6,0.21,61.5,6.736,3.01,5580.4,3627,7.27,-28.5,26.556,4.74,2.72,0.8,5516.0,4.96
8/22/2023,13:16:43,0.25,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:43,0.5,BW5,5746.1,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.743,2.72,0.8,5515.9,4.963
8/22/2023,13:16:43,0.75,BW5,5746.1,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:44,0.0,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5515.9,4.961
8/22/2023,13:16:44,0.25,BW5,5746.1,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5515.9,4.961
8/22/2023,13:16:44,0.5,BW5,5746.1,4.742,5562.7,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.556,4.741,2.72,0.8,5515.9,4.961
8/22/2023,13:16:44,0.75,BW5,5746.1,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:45,0.0,BW5,5746.1,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.4,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:45,0.25,BW5,5746.2,4.742,5562.8,2.6,2.6,0.21,61.5,6.736,3.01,5580.4,3627,7.27,-28.5,26.555,4.739,2.72,0.8,5516.0,4.959
8/22/2023,13:16:45,0.5,BW5,5746.2,4.741,5562.9,2.6,2.6,0.2,61.5,6.736,3.01,5580.4,3627,7.27,-28.5,26.555,4.737,2.72,0.8,5516.0,4.957
8/22/2023,13:16:45,0.75,BW5,5746.1,4.742,5562.8,2.6,2.6,0.2,61.5,6.736,3.01,5580.4,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:46,0.0,BW5,5746.1,4.741,5562.8,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:46,0.25,BW5,5746.1,4.741,5562.8,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:46,0.5,BW5,5746.0,4.742,5562.8,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:46,0.75,BW5,5746.0,4.742,5562.8,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.743,2.72,0.8,5515.9,4.963
8/22/2023,13:16:47,0.0,BW5,5746.0,4.741,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.555,4.739,2.72,0.8,5515.9,4.959
8/22/2023,13:16:47,0.25,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.555,4.741,2.72,0.8,5515.8,4.961
8/22/2023,13:16:47,0.5,BW5,5745.9,4.742,5562.6,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.555,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:47,0.75,BW5,5745.9,4.742,5562.6,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.8,4.962
8/22/2023,13:16:48,0.0,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.555,4.742,2.72,0.8,5515.8,4.962
8/22/2023,13:16:48,0.25,BW5,5746.0,4.742,5562.7,2.6,2.6,0.2,61.5,6.737,3.01,5580.3,3627,7.27,-28.5,26.555,4.745,2.72,0.8,5515.9,4.965
8/22/2023,13:16:48,0.5,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.743,2.72,0.8,5515.9,4.963
8/22/2023,13:16:48,0.75,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.554,4.742,2.72,0.8,5515.8,4.962
8/22/2023,13:16:49,0.0,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.744,2.72,0.8,5515.9,4.964
8/22/2023,13:16:49,0.25,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.5,6.736,3.01,5580.2,3627,7.27,-28.5,26.554,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:49,0.5,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.5,26.554,4.74,2.72,0.8,5515.8,4.96
8/22/2023,13:16:49,0.75,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.5,26.554,4.741,2.72,0.8,5515.8,4.961
8/22/2023,13:16:50,0.0,BW5,5745.9,4.741,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:50,0.25,BW5,5745.9,4.741,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.738,2.72,0.8,5515.9,4.958
8/22/2023,13:16:50,0.5,BW5,5745.9,4.741,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:50,0.75,BW5,5746.0,4.741,5562.8,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.741,2.72,0.8,5515.9,4.961
8/22/2023,13:16:51,0.0,BW5,5746.0,4.741,5562.8,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.738,2.72,0.8,5515.9,4.958
8/22/2023,13:16:51,0.25,BW5,5746.0,4.741,5562.8,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:51,0.5,BW5,5745.9,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.744,2.72,0.8,5515.9,4.964
8/22/2023,13:16:51,0.75,BW5,5745.8,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.6,26.554,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:52,0.0,BW5,5745.8,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.6,26.554,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:52,0.25,BW5,5745.8,4.742,5562.7,2.6,2.6,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.6,26.554,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:52,0.5,BW5,5745.8,4.742,5562.7,2.5,2.5,0.2,61.4,6.736,3.01,5580.2,3627,7.27,-28.6,26.554,4.743,2.72,0.8,5515.8,4.963
8/22/2023,13:16:52,0.75,BW5,5745.9,4.741,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.554,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:53,0.0,BW5,5745.9,4.742,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.553,4.744,2.72,0.8,5515.9,4.964
8/22/2023,13:16:53,0.25,BW5,5745.9,4.742,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.5,26.553,4.743,2.72,0.8,5515.9,4.963
8/22/2023,13:16:53,0.5,BW5,5745.9,4.741,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.6,26.553,4.74,2.72,0.8,5515.9,4.96
8/22/2023,13:16:53,0.75,BW5,5745.9,4.741,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:54,0.0,BW5,5746.0,4.741,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:54,0.25,BW5,5746.0,4.741,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:54,0.5,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:54,0.75,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.744,2.72,0.8,5516.0,4.964
8/22/2023,13:16:55,0.0,BW5,5745.9,4.742,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5515.9,4.963
8/22/2023,13:16:55,0.25,BW5,5745.8,4.742,5562.8,2.5,2.5,0.2,61.4,6.736,3.01,5580.3,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5515.9,4.962
8/22/2023,13:16:55,0.5,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5516.0,4.963
8/22/2023,13:16:55,0.75,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5516.0,4.963
8/22/2023,13:16:56,0.0,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.4,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.0,4.962
8/22/2023,13:16:56,0.25,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.4,6.737,3.01,5580.4,3627,7.27,-28.6,26.553,4.744,2.72,0.8,5516.0,4.964
8/22/2023,13:16:56,0.5,BW5,5746.0,4.742,5562.9,2.5,2.5,0.2,61.4,6.736,3.01,5580.5,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5516.1,4.963
8/22/2023,13:16:56,0.75,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.736,3.01,5580.5,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5516.1,4.963
8/22/2023,13:16:57,0.0,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.737,3.01,5580.5,3627,7.27,-28.6,26.553,4.745,2.72,0.8,5516.1,4.965
8/22/2023,13:16:57,0.25,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.737,3.01,5580.5,3627,7.27,-28.6,26.553,4.745,2.72,0.8,5516.1,4.965
8/22/2023,13:16:57,0.5,BW5,5746.1,4.742,5563.1,2.5,2.5,0.2,61.3,6.737,3.01,5580.6,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.2,4.962
8/22/2023,13:16:57,0.75,BW5,5746.1,4.742,5563.1,2.5,2.5,0.2,61.3,6.737,3.01,5580.6,3627,7.27,-28.6,26.553,4.741,2.72,0.8,5516.2,4.961
8/22/2023,13:16:58,0.0,BW5,5746.1,4.742,5563.1,2.5,2.5,0.2,61.3,6.737,3.01,5580.6,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.2,4.962
8/22/2023,13:16:58,0.25,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.737,3.01,5580.5,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.1,4.962
8/22/2023,13:16:58,0.5,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.737,3.01,5580.5,3627,7.27,-28.6,26.553,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:58,0.75,BW5,5745.9,4.742,5563.0,2.5,2.5,0.2,61.3,6.737,3.01,5580.5,3627,7.27,-28.6,26.553,4.744,2.72,0.8,5516.1,4.964
8/22/2023,13:16:59,0.0,BW5,5745.9,4.742,5562.9,2.5,2.5,0.2,61.3,6.737,3.01,5580.4,3627,7.27,-28.6,26.553,4.743,2.72,0.8,5516.0,4.963
8/22/2023,13:16:59,0.25,BW5,5746.0,4.742,5563.0,2.5,2.5,0.2,61.3,6.736,3.01,5580.5,3627,7.27,-28.6,26.553,4.741,2.72,0.8,5516.1,4.961
8/22/2023,13:16:59,0.5,BW5,5746.1,4.742,5563.1,2.5,2.5,0.2,61.3,6.736,3.01,5580.6,3627,7.27,-28.6,26.553,4.741,2.72,0.8,5516.2,4.961
8/22/2023,13:16:59,0.75,BW5,5746.1,4.742,5563.1,2.5,2.5,0.2,61.3,6.736,3.01,5580.6,3627,7.27,-28.6,26.552,4.743,2.72,0.8,5516.2,4.963
8/22/2023,13:17:00,0.0,BW5,5746.1,4.742,5563.2,2.5,2.5,0.2,61.3,6.736,3.01,5580.7,3627,7.27,-28.6,26.553,4.74,2.72,0.8,5516.3,4.96
8/22/2023,13:17:00,0.25,BW5,5746.2,4.742,5563.2,2.5,2.5,0.2,61.3,6.736,3.01,5580.7,3627,7.27,-28.6,26.553,4.741,2.72,0.8,5516.3,4.961
8/22/2023,13:17:00,0.5,BW5,5746.3,4.742,5563.3,2.5,2.5,0.2,61.3,6.736,3.01,5580.8,3627,7.27,-28.6,26.553,4.742,2.72,0.8,5516.4,4.962
8/22/2023,13:17:00,0.75,BW5,5746.3,4.742,5563.3,2.5,2.5,0.2,61.3,6.736,3.01,5580.8,3628,7.27,-28.6,26.553,4.739,2.72,0.8,5516.4,4.959
8/22/2023,13:17:01,0.0,BW5,5746.3,4.742,5563.3,2.5,2.5,0.2,61.3,6.736,3.01,5580.8,3628,7.27,-28.6,26.553,4.743,2.72,0.8,5516.4,4.963
8/22/2023,13:17:01,0.25,BW5,5746.3,4.742,5563.3,2.5,2.5,0.2,61.3,6.736,3.01,5580.8,3628,7.27,-28.6,26.553,4.744,2.72,0.8,5516.4,4.964
8/22/2023,13:17:01,0.5,BW5,5746.3,4.742,5563.3,2.5,2.5,0.2,61.3,6.736,3.01,5580.8,3628,7.27,-28.6,26.553,4.741,2.72,0.8,5516.4,4.961
8/22/2023,13:17:01,0.75,BW5,5746.4,4.742,5563.4,2.5,2.5,0.2,61.3,6.736,3.01,5580.9,3628,7.27,-28.6,26.553,4.742,2.72,0.8,5516.5,4.962
8/22/2023,13:17:02,0.0,BW5,5746.4,4.742,5563.4,2.5,2.5,0.2,61.3,6.736,3.01,5580.9,3628,7.27,-28.6,26.553,4.743,2.72,0.8,5516.5,4.963
