Vertical Position [m],Corrected sp Cond [uS/cm]
7.815,7372.7063227053
7.818,7373.38014396134
7.827,7374.1764193236595
7.833,7375.055033816412
7.838,7376.128937198055
7.844,7377.264637681146
7.858,7378.577903381631
7.864,7379.9771980676205
7.866,7381.465748792259
7.877,7383.043980676315
7.882,7384.611429951678
7.893,7386.595033816412
7.898,7387.297594202886
7.9,7389.96442512076
7.911,7391.783333333319
7.916,7394.973545893707
7.921,7398.016028985494
7.931,7400.338057971001
7.937,7402.574908212548
7.94,7405.197072463755
7.943,7409.464454106267
7.955,7412.058850241533
7.958,7416.246154589358
7.959,7420.036550724626
7.966,7422.266685990326
7.967,7424.442357487909
7.968,7426.584444444432
7.972,7428.7892077294555
7.973,7431.2707439613405
7.974,7434.03740096617
7.977,7437.085545893707
7.98,7440.3251497584415
7.982,7443.825913043465
7.983,7447.265458937184
7.987,7451.713777777764
7.989,7456.149053140085
7.993,7460.37628985506
7.994,7466.678560386459
8.005,7471.893855072451
8.01,7478.570966183562
8.017,7484.405256038634
8.03,7490.384801932354
8.033,7497.3871497584405
8.036,7505.210202898537
8.048,7513.631323671484
8.05,7520.340405797088
8.051,7528.519729468586
8.063,7534.789642512063
8.068,7540.418512077281
8.079,7547.09201932366
8.085,7553.908830917861
8.087,7560.960782608682
8.099,7568.321932367136
8.105,7576.09837681158
8.106,7583.928154589359
8.111,7591.857043478247
8.124,7599.8797874396005
8.129,7607.979285024142
8.133,7616.618396135252
8.142,7624.567420289841
8.147,7632.875285024142
8.148,7641.576212560374
8.162,7650.389217391291
8.167,7659.277371980663
8.168,7668.029439613513
8.179,7676.657642512064
8.186,7685.489729468584
8.191,7694.574299516895
8.2,7704.110792270518
8.205,7713.458492753609
8.206,7722.8043381642365
8.207,7732.193410628006
8.222,7741.677903381628
8.225,7751.204753623175
8.229,7760.772743961339
8.237,7770.354376811581
8.242,7779.872454106267
8.251,7789.415748792257
8.256,7798.792009661822
8.26,7808.226647342982
8.264,7817.717130434769
8.273,7827.25760386472
8.276,7836.814135265687
8.278,7846.352463768103
8.287,7856.2170917874255
8.292,7866.045159420277
8.295,7875.518734299504
8.302,7884.864714975831
8.307,7894.091371980663
8.316,7903.5277874396
8.322,7895.539748792256
8.324,7895.440541062788
8.329,7903.621874396121
8.343,7918.975826086943
8.348,7939.465903381629
8.358,7965.429410628005
8.365,7996.242946859888
8.371,8032.193101449262
8.374,8071.870714975831
8.389,8114.4091207729325
8.396,8159.408550724624
8.399,8205.57464734298
8.412,8253.384821256024
8.416,8300.195903381627
8.42,8345.824743961337
8.425,8389.458009661823
8.437,8430.651004830903
8.441,8468.36508212559
8.453,8501.917961352643
8.456,8530.084869565204
8.463,8552.309207729453
8.466,8567.852038647328
8.475,8575.924801932353
8.48,8575.7681932367
8.481,8566.563275362303
8.485,8574.320521739115
8.498,8581.911719806749
8.502,8588.236946859888
8.507,8592.939951690805
8.517,8597.929507246363
8.52,8602.864657004815
8.521,8608.049217391288
8.535,8612.448231884042
8.54,8616.74237681158
8.542,8620.95528502414
8.553,8624.688908212545
8.558,8628.712309178729
8.567,8631.575227053125
8.573,8634.897140096604
8.579,8638.328135265685
8.583,8642.184483091773
8.593,8646.110685990323
8.598,8650.312657004815
8.604,8654.725256038631
8.617,8659.303014492738
8.622,8663.967468599018
8.625,8668.669256038631
8.639,8673.483004830903
8.646,8678.248231884043
8.648,8683.039719806748
8.66,8687.717932367133
8.666,8692.18269565216
8.671,8696.42110144926
8.683,8700.46760386472
8.686,8704.35283091786
8.688,8707.983584541047
8.7,8711.283980676313
8.704,8714.761072463752
8.713,8717.640695652159
8.717,8720.234367149742
8.725,8722.67426086955
8.73,8725.065613526556
8.734,8727.602086956507
8.738,8730.157961352641
8.751,8732.909082125589
8.754,8735.765613526553
8.759,8738.71557487921
8.77,8741.759236714961
8.772,8744.91748792269
8.773,8748.226367149742
8.782,8751.823536231868
8.789,8755.889449275346
8.79,8760.156270531385
8.802,8764.685410628003
8.807,8769.417855072448
8.81,8774.369391304332
8.815,8779.55569082124
8.831,8784.952135265685
8.836,8790.533140096602
8.844,8796.309642512062
8.862,8802.117391304331
8.867,8808.101932367133
8.871,8813.672096618342
8.881,8819.336908212545
8.886,8825.026570048292
8.888,8830.732270531385
8.902,8836.425275362302
8.909,8841.893043478245
8.913,8847.22853140095
8.924,8852.296386473414
8.931,8857.117429951675
8.935,8861.750821256022
8.94,8866.41839613525
8.952,8871.155227053125
8.956,8876.159690821241
8.962,8881.216502415444
8.973,8886.152850241531
8.979,8891.151903381628
8.984,8896.289642512062
8.993,8901.621333333318
8.998,8907.18653140095
9.009,8912.991922705298
9.015,8919.211014492737
9.022,8925.624270531385
9.037,8932.00057971013
9.041,8938.446628019308
9.046,8944.952405797085
9.058,8951.501043478245
9.065,8958.063729468582
9.067,8964.638318840563
9.079,8971.196251207715
9.084,8977.855884057954
9.085,8984.302492753606
9.096,8990.509719806747
9.102,8996.696125603848
9.108,9002.980019323655
9.115,9009.50355555554
9.132,9016.15880193235
9.138,9022.984367149742
9.144,9029.92318840578
9.161,9036.88098550723
9.166,9043.85893719805
9.167,9050.83675362317
9.182,9057.84637681158
9.189,9064.939632850226
9.19,9071.909545893704
9.201,9078.899787439597
9.208,9085.800830917859
9.212,9094.002048309161
9.217,9101.717951690805
9.229,9109.639632850225
9.233,9117.736966183558
9.238,9125.992386473414
9.25,9134.411536231868
9.256,9143.024637681143
9.263,9152.164888888872
9.275,9161.189835748775
9.282,9170.36655072462
9.293,9179.758202898534
9.297,9189.375400966168
9.298,9199.252038647326
9.307,9209.424560386457
9.314,9219.931439613509
9.315,9231.102067632833
9.321,9242.174376811578
9.335,9231.106821256022
9.339,9227.9048695652
9.343,9231.285700483077
9.351,9246.314531400949
9.357,9266.943072463753
9.359,9299.14982608694
9.374,9341.154338164237
9.38,9396.70841545892
9.385,9453.697990338147
9.397,9515.233497584524
9.403,9574.632908212543
9.407,9638.45834782607
9.416,9703.58307246375
9.419,9769.181999999983
9.423,9834.84009661834
9.428,9899.355314009645
9.437,9962.176734299499
9.442,10021.351700483074
9.453,10075.431613526553
9.457,10123.527758454089
9.458,10164.401294685971
9.464,10196.786753623172
9.469,10219.301062801915
9.474,10230.423893719788
9.478,10228.688057970998
9.49,10245.901690821238
9.494,10262.515381642494
9.502,10281.603642512058
9.507,10298.339381642494
9.512,10319.64945893718
9.524,10340.727207729451
9.53,10362.559227053122
9.535,10376.763304347807
9.545,10390.872019323653
9.551,10375.728270531385
9.555,10383.318106280174
9.56,10399.300966183557
9.575,10424.533468599015
9.579,10458.928115942012
9.581,10499.463439613508
9.601,10549.53091787438
9.609,10602.18618357486
9.616,10657.023787439595
9.634,10711.790125603846
9.641,10765.777758454087
9.646,10816.239043478241
9.668,10865.635439613507
9.675,10912.65684057969
9.683,10956.074821256021
9.696,10995.60663768114
9.702,11030.301681159403
9.704,11059.760975845391
9.707,11083.363420289836
9.721,11100.74986473428
9.723,11111.92993236713
9.724,11115.929111111092
9.729,11111.679207729449
9.732,11099.50986473428
9.747,11079.081913043457
9.754,11090.421729468579
9.758,11098.903787439593
9.764,11109.560705313992
9.769,11122.371922705293
9.774,11136.467719806742
9.779,11153.209468599016
9.793,11166.061381642492
9.799,11177.959671497565
9.801,11187.939429951672
9.817,11197.226415458917
9.824,11205.470541062781
9.826,11215.56695652172
9.84,11225.127980676309
9.847,11234.271806763265
9.849,11242.832173913022
9.862,11251.315555555535
9.868,11258.562260869543
9.872,11264.95406763283
9.877,11270.570183574859
9.89,11275.828444444423
9.895,11280.612425120753
9.896,11285.387516908193
9.911,11290.278241545875
9.916,11295.352096618337
9.917,11300.63779710143
9.929,11306.133874396115
9.93,11311.863826086937
9.932,11317.605739130415
9.94,11324.124966183555
9.947,11330.370608695634
9.948,11336.599787439594
9.954,11342.775787439594
9.968,11348.836309178721
9.972,11354.724521739114
9.973,11360.427613526548
9.984,11365.99936231882
9.99,11371.476966183553
9.995,11376.763246376793
10.008,11381.899903381622
10.011,11387.004985507225
10.012,11390.987169082106
10.019,11394.993082125582
10.024,11398.882434782587
10.028,11402.871845410607
10.039,11407.141178743941
10.045,11411.610975845391
10.046,11416.757294685971
10.05,11422.341449275342
10.066,11428.368038647324
10.074,11434.843130434763
10.08,11441.78359420288
10.094,11449.178299516889
10.101,11457.348173913024
10.104,11465.232376811573
10.116,11473.466125603845
10.122,11481.796763285005
10.127,11490.220869565197
10.138,11498.911913043457
10.143,11507.817140096598
10.148,11516.86058937196
10.151,11526.139169082106
10.163,11535.26176811592
10.169,11543.99495652172
10.17,11552.389497584523
10.18,11560.532637681139
10.184,11568.531758454086
10.194,11576.47704347824
10.2,11584.455874396117
10.207,11592.505797101428
10.222,11600.736995169063
10.227,11608.89188405795
10.239,11616.613111111092
10.246,11624.0455458937
10.252,11631.174115942009
10.253,11637.992502415438
10.263,11644.483835748772
10.267,11650.632695652152
10.269,11656.547198067612
10.283,11662.144985507224
10.292,11667.47136231882
10.293,11672.734763285003
10.304,11678.087555555536
10.314,11683.417971014473
10.319,11688.770550724617
10.325,11694.179980676307
10.341,11699.40077294684
10.345,11704.76788405795
10.346,11710.110859903361
10.359,11715.397507246355
10.365,11720.654724637661
10.366,11725.95690821254
10.382,11731.288985507224
10.388,11736.609004830898
10.39,11741.871053140076
10.405,11746.990260869545
10.414,11751.943884057951
10.419,11756.75238647341
10.43,11761.419574879206
10.437,11765.976347826067
10.442,11770.422782608675
10.449,11774.578492753602
10.459,11779.146879227033
10.463,11783.153101449256
10.468,11787.059420289836
10.479,11791.007014492734
10.485,11794.883265700462
10.486,11798.724734299496
10.498,11802.573410628
10.505,11806.457410628
10.51,11810.378782608675
10.516,11814.381198067615
10.529,11818.295149758433
10.531,11822.291613526548
10.532,11826.273990338144
10.546,11830.217120772924
10.55,11834.108135265678
10.554,11837.926570048288
10.563,11841.695033816406
10.569,11845.421565217372
10.571,11848.944154589353
10.582,11852.440830917853
10.589,11855.807053140075
10.592,11858.964772946838
10.604,11862.296483091766
10.61,11865.37265700481
10.616,11868.647420289835
10.621,11871.334028985488
10.633,11874.135555555535
10.636,11876.941352656984
10.639,11879.53549758452
10.648,11882.055362318819
10.653,11884.52040579708
10.657,11886.946898550705
10.668,11889.335536231863
10.67,11891.704966183555
10.672,11894.035710144908
10.674,11896.376444444424
10.687,11898.565101449256
10.69,11900.675091787418
10.7,11902.734898550703
10.706,11904.762937198046
10.711,11906.770164251186
10.714,11908.728193236695
10.727,11910.670183574857
10.732,11912.684038647323
10.733,11914.551478260848
10.745,11916.38684057969
10.752,11918.434917874374
10.753,11920.243903381623
10.764,11922.206685990317
10.77,11924.203072463748
10.773,11926.254144927516
10.778,11928.42257004829
10.792,11930.323999999979
10.799,11932.63868599032
10.805,11934.789855072442
10.82,11937.017777777757
10.825,11939.31665700481
10.837,11941.678086956501
10.842,11944.09346859901
10.843,11946.517314009641
10.853,11948.948869565196
10.859,11951.425198067613
10.863,11953.927942028964
10.867,11956.429797101428
10.875,11958.891845410606
10.876,11961.28971980674
10.887,11963.698685990317
10.894,11965.913314009638
10.896,11968.250840579689
10.908,11970.388908212539
10.915,11972.521062801912
10.926,11974.596463768095
10.931,11976.636772946838
10.934,11978.60713043476
10.94,11980.560927536211
10.944,11982.536231884036
10.949,11984.427574879206
10.954,11986.63317874394
10.968,11988.498840579688
10.972,11990.569159420269
10.973,11992.709526570028
10.981,11995.010821256019
10.988,11997.225797101428
10.997,11999.868367149737
11.008,12002.420869565196
11.013,12005.051362318818
11.017,12007.716096618336
11.031,12010.335285024134
11.038,12012.965333333314
11.057,12015.623942028968
11.067,12018.514125603844
11.075,12021.349816425098
11.079,12024.21109178742
11.093,12026.712193236694
11.096,12029.40915942027
11.097,12032.02956521737
11.107,11999.578299516888
11.114,11986.93322705312
11.118,11980.743033816403
11.129,11989.05917874394
11.151,12011.883014492734
11.157,12047.508028985485
11.164,12096.133603864713
11.185,12156.198270531379
11.193,12226.989913043457
11.199,12302.283990338143
11.219,12384.7179516908
11.225,12473.88256038645
11.238,12569.119285024131
11.242,12668.176782608674
11.257,12768.312618357466
11.264,12867.035352656983
11.269,12962.439130434763
11.276,13053.27030917872
11.293,13135.842009661812
11.299,13208.23583574877
11.304,13268.208077294663
11.317,13313.765845410606
11.324,13342.767903381617
11.331,13353.24319806761
11.35,13343.941062801909
11.357,13366.336666666642
11.358,13379.203033816402
11.37,13396.31601932365
11.377,13412.462454106257
11.378,13427.11773913041
11.382,13441.365642512053
11.396,13454.046550724615
11.4,13465.413797101424
11.404,13474.441275362296
11.416,13487.504483091765
11.424,13501.750222222197
11.426,13518.489971014467
11.44,13534.181429951666
11.45,13549.11723671495
11.452,13564.392251207706
11.468,13579.017294685967
11.477,13593.250338164227
11.483,13605.633159420266
11.489,13617.510666666643
11.501,13628.088966183552
11.505,13637.521159420265
11.509,13646.016251207706
11.52,13653.98664734297
11.521,13661.784541062778
11.531,13669.482666666645
11.536,13676.556096618335
11.537,13683.47126570046
11.545,13690.193352656981
11.551,13696.951806763262
11.553,13703.736096618335
11.561,13710.562898550701
11.584,13717.557004830893
11.588,13724.8506280193
11.59,13732.188502415436
11.605,13739.258183574855
11.61,13747.02057971012
11.615,13753.762859903358
11.628,13760.79491787437
11.63,13767.728038647318
11.642,13773.551710144904
11.648,13779.862995169056
11.65,13786.04803864732
11.667,13792.251555555531
11.677,13798.396850241523
11.683,13804.850743961328
11.69,13811.74767149756
11.707,13819.201816425097
11.713,13827.258434782585
11.717,13836.083613526545
11.734,13845.351980676303
11.742,13854.96755555553
11.75,13864.899130434758
11.764,13875.312483091764
11.771,13885.955246376787
11.773,13896.735710144903
11.784,13907.595207729444
11.789,13918.484367149735
11.794,13929.252734299493
11.799,13939.64353623186
11.813,13949.54094685988
11.817,13958.862144927512
11.818,13967.508096618334
11.828,13975.406415458914
11.834,13983.141739130413
11.838,13990.836850241521
11.846,13998.349816425096
11.851,14005.78573913041
11.855,14013.328985507222
11.867,14021.020173913019
11.874,14028.922454106258
11.88,14037.067072463744
11.887,14045.388888888865
11.904,14053.820579710122
11.909,14062.026937198043
11.912,14070.41710144925
11.927,14078.747458937174
11.934,14086.988154589348
11.936,14095.09569082123
11.951,14103.096927536208
11.959,14111.024251207704
11.962,14118.885236714952
11.98,14126.656173913017
11.988,14134.187884057948
11.995,14141.493990338142
12.012,14148.597874396111
12.023,14155.507652173888
12.027,14162.264888888865
12.031,14168.947400966159
12.052,14175.526183574853
12.059,14182.045024154566
12.061,14188.37866666664
12.075,14194.530570048286
12.08,14200.59603864732
12.081,14206.60546859901
12.093,14212.586840579686
12.099,14218.555227053113
12.104,14224.531265700456
12.115,14230.557352656979
12.122,14236.741082125578
12.13,14243.069661835723
12.138,14249.416541062776
12.161,14255.87841545891
12.168,14262.576811594177
12.175,14269.537700483068
12.185,14276.81219323669
12.19,14284.410743961329
12.195,14292.243816425094
12.206,14300.136753623163
12.212,14308.08619323669
12.217,14317.077507246351
12.231,14325.826792270505
12.24,14334.711439613502
12.247,14343.62905314007
12.251,14352.595999999976
12.269,14361.586657004804
12.274,14370.263729468574
12.284,14378.553787439587
12.289,14386.654260869542
12.295,14394.606560386448
12.306,14402.451903381618
12.307,14410.121536231858
12.309,14417.644618357464
12.314,14425.546966183549
12.317,14433.422570048284
12.321,14441.040995169056
12.328,14448.728019323646
12.332,14456.579951690795
12.337,14389.766570048283
12.35,14366.952434782583
12.356,14366.66216425118
12.363,14399.028801932342
12.381,14463.575014492728
12.391,14544.167439613499
12.395,14628.990048309155
12.41,14715.714685990311
12.417,14819.05192270529
12.423,14925.27507246374
12.434,15044.78664734297
12.438,15176.95478260867
12.44,15315.740463768088
12.444,15460.811574879199
12.462,15608.835864734272
12.471,15756.728850241518
12.473,15900.390067632823
12.483,16035.522028985479
12.488,16157.851265700456
12.489,16263.289545893693
12.507,16348.19455072461
12.521,16408.613526570018
12.529,16441.118260869534
12.547,16441.91779710142
12.558,16408.55791304345
12.564,16450.76954589369
12.575,16480.26568115939
12.582,16513.88643478258
12.584,16539.343439613498
12.586,16545.627304347796
12.593,16540.510280193208
12.595,16536.503381642484
12.597,16477.810028985477
12.607,16457.168057970986
12.614,16449.92067632847
12.619,16476.556560386445
12.624,16526.704792270502
12.64,16604.81667632847
12.646,16707.90475362316
12.647,16829.789217391273
12.665,16966.547323671468
12.671,17119.61062801929
12.672,17275.65574879224
12.685,17435.999033816395
12.688,17600.409777777746
12.692,17764.957004830885
12.702,17923.99136231881
12.711,18076.761333333303
12.716,18222.4487922705
12.729,18358.192347826054
12.737,18483.370106280163
12.744,18595.97138164248
12.748,18693.104367149725
12.765,18772.606396135234
12.769,18829.733545893687
12.78,18861.781159420258
12.786,18866.100888888854
12.789,18934.36595169079
12.8,18984.229642512044
12.805,19055.54098550721
12.81,19125.55524637678
12.821,19200.78390338161
12.826,19276.49045410625
12.83,19280.86195169079
12.841,19325.459864734265
12.847,19375.75383574876
12.852,19440.791362318807
12.853,19533.14121739127
12.867,19644.537120772915
12.871,19776.455342995134
12.872,19922.40948792267
12.885,20086.066473429917
12.892,20265.75905314006
12.894,20455.458183574843
12.907,20655.046995169047
12.911,20866.77520772943
12.914,21083.75118840576
12.916,21303.970473429916
12.932,21519.991961352618
12.936,21729.88526570044
12.937,21929.750608695613
12.956,22116.21354589368
12.964,22284.881468598996
12.965,22431.609507246336
12.98,22551.32231884054
12.987,22638.895497584504
13.001,22688.041371980635
13.007,22696.970048309136
13.012,22766.24774879223
13.018,22719.30929468595
13.031,22738.547188405755
13.034,22808.307922705273
13.052,22860.301314009623
13.057,22931.899169082084
13.076,23054.15872463764
13.083,23189.27416425117
13.097,23350.198183574837
13.104,23540.100193236678
13.117,23756.351961352615
13.123,23989.823710144883
13.13,24223.026299516863
13.139,24476.41058937194
13.141,24741.946917874353
13.146,25015.430995169037
13.148,25289.76888888884
13.15,25557.212685990293
13.152,25810.07876328498
13.163,26040.990318840533
13.164,26242.868289855025
13.166,26406.929294685942
13.173,26539.598589371933
13.179,26625.942937198022
13.181,26667.73826086952
13.185,26661.46981642507
13.202,26738.626995169034
13.207,26784.546067632804
13.208,26783.201159420245
13.219,26811.235729468553
13.225,26849.726859903334
13.228,26860.954956521695
13.236,26888.92736231879
13.241,26917.81288888884
13.242,26941.59729468594
13.247,26965.937333333284
13.265,26991.957314009614
13.268,27038.066280193187
13.271,27087.248599033774
13.284,27139.639942028938
13.285,27192.01513043473
13.287,27243.609990338115
13.297,27292.787420289806
13.299,27338.85715942024
13.3,27381.683652173866
13.309,27420.964772946812
13.314,27461.347198067586
13.315,27492.527787439565
13.327,27528.49759420285
13.333,27565.215729468553
13.34,27600.559507246326
13.355,27566.47650241541
13.36,27565.53846376806
13.366,27597.877024154543
13.374,27651.32686956517
13.378,27733.54382608691
13.382,27838.590309178693
13.392,27953.376734299465
13.398,28085.843468598985
13.409,28230.50372946855
13.414,28379.687951690772
13.418,28534.420367149705
13.428,28692.47554589367
13.43,28851.24106280188
13.435,29007.072879227
13.449,29156.814396135214
13.451,29295.620685990285
13.452,29421.878144927483
13.459,29531.880937198013
13.462,29621.419516908158
13.464,29692.538115941974
13.472,29739.172502415408
13.476,29762.474685990288
13.479,29757.191323671446
13.483,29722.614009661782
13.496,29657.105062801882
13.498,29662.979149758405
13.51,29670.437449275312
13.511,29680.200347826034
13.513,29692.975652173864
13.521,29705.305333333283
13.527,29718.550743961296
13.528,29735.523497584487
13.54,29756.037874396083
13.547,29777.50152657
13.551,29799.40109178739
13.556,29823.883555555505
13.568,29850.663120772893
13.57,29878.37037681154
13.571,29905.977806763236
13.582,29932.758840579656
13.584,29958.867777777727
13.585,29983.463342995117
13.591,30006.25765217386
13.592,30031.190685990285
13.593,30050.5894202898
13.602,30073.66933333328
13.607,30095.92758454101
13.615,30117.2107439613
13.62,30138.43587439608
13.624,30159.343159420237
13.629,30162.62867632845
13.64,30175.15671497579
13.642,30192.97450241541
13.645,30235.492772946807
13.649,30273.923275362264
13.652,30290.01696618352
13.655,30331.75257971009
13.658,30359.080548792223
13.659,30382.283853140045
13.662,30415.168946859852
13.665,30446.39949758449
13.667,30466.111389371927
13.671,30492.45861159415
13.672,30511.782616425073
13.674,30528.623703381585
13.675,30546.329413526517
13.676,30565.90459549109
13.677,30585.172679227002
13.678,30604.980524637624
13.68,30626.988692109448
13.681,30646.242273429896
13.682,30663.696679226996
13.683,30679.624740418625
13.684,30693.74915265695
13.685,30682.40057938803
13.686,30724.36732012877
13.687,30775.799944927483
13.689,30831.34296586146
13.69,30861.61093365534
13.691,30885.739577777724
13.694,30899.680318518465
13.696,30934.107126892057
13.7,30942.913908212508
13.701,30938.539325281752
13.704,31009.49300128819
13.705,31034.67181932362
13.706,31095.686716586097
13.707,31133.092618679497
13.708,31176.200494685938
13.709,31237.13182576484
13.71,31293.623618679496
13.711,31343.976195169023
13.712,31401.32288437998
13.715,31457.00646033274
13.717,31506.676270853404
13.718,31555.694958454053
13.719,31582.822788835158
13.724,31621.780906924258
13.725,31638.950868276916
13.726,31706.736250992966
13.727,31734.204890821202
13.728,31746.18317745566
13.729,31767.680482877022
13.73,31776.958246698818
13.731,31783.73453655389
13.732,31833.896898335963
13.733,31848.14208566822
13.734,31902.497596135207
13.735,32007.98071476108
13.736,32042.32242705308
13.737,32117.83774750397
13.738,32170.520656790068
13.739,32238.07316264085
13.741,32309.041587761618
13.742,32367.844697369772
13.755,32425.557639291408
13.762,32484.98575845405
13.764,32534.343427804557
13.782,32574.673256038586
13.783,32607.207748792214
13.787,32631.14237520123
13.797,32667.100077294628
13.801,32681.55437681154
13.802,32709.136573268865
13.813,32714.663246376756
13.816,32729.86081159415
13.818,32752.232502415405
13.821,32765.817584541008
13.832,32785.36351690815
13.833,32805.51091787434
13.835,32826.49994202893
13.841,32850.10384541057
13.844,32869.53302415454
13.845,32895.56687922699
13.85,32921.56019323666
13.853,32944.64806763279
13.854,32970.57028019318
13.862,32995.81908212555
13.864,33023.182512077234
13.866,33051.82012560381
13.87,33080.529758454046
13.875,33109.7380966183
13.877,33138.38730434777
13.879,33166.647951690764
13.887,33198.95337198061
13.888,33228.011584541004
13.89,33254.39082125598
13.897,33289.7107729468
13.899,33325.706782608635
13.905,33356.23548792265
13.907,33387.856772946805
13.909,33425.92576811588
13.912,33459.05648309173
13.915,33494.232685990275
13.916,33530.43321739125
13.923,33566.60493719801
13.928,33601.39346859898
13.931,33638.20387439607
13.939,33672.56197101444
13.941,33702.87778743956
13.943,33734.04479227048
13.946,33765.91638647337
13.947,33796.35132367144
13.949,33827.165323671434
13.957,33853.498763284966
13.963,33877.79885024148
13.964,33905.072946859844
13.969,33930.17272463762
13.984,33956.42772946854
13.985,33983.3408019323
13.987,34011.97321739124
13.999,34043.28961352651
14.0,34073.5874202898
14.003,34103.35597101443
14.01,34133.45613526564
14.014,34163.92319806757
14.027,34195.043458937136
14.03,34225.05602898544
14.031,34255.94846376806
14.035,34285.50569082119
14.046,34314.32616425114
14.047,34342.59657004825
14.048,34372.437661835684
14.055,34398.53322705308
14.057,34425.73654106274
14.058,34453.85883091781
14.064,34479.07876328497
14.065,34504.110425120714
14.067,34535.73029951684
14.075,34565.9752850241
14.081,34600.34595169076
14.085,34632.66189371974
14.095,34668.92025120767
14.101,34707.620657004765
14.104,34750.13569082119
14.109,34793.55686956515
14.124,34841.86668599027
14.127,34887.059845410564
14.143,34932.65752656999
14.148,34977.575391304286
14.149,35030.23976811588
14.16,35077.17608695646
14.166,35126.53586473424
14.168,35183.22795169075
14.173,35236.61286956516
14.186,35287.900028985445
14.189,35347.03520772941
14.193,35402.2259613526
14.206,35457.6646376811
14.209,35513.39616425114
14.213,35572.433468598974
14.225,35631.44273429945
14.227,35693.9026666666
14.234,35750.63150724632
14.238,35809.86421256032
14.239,35866.62955555549
14.247,35930.689603864674
14.251,35990.69993236708
14.252,36052.181043478195
14.256,36110.93003864728
14.27,36168.176830917815
14.274,36222.690637681095
14.277,36275.47476328496
14.285,36328.476685990274
14.289,36383.244850241485
14.291,36441.20668599028
14.297,36500.64782608689
14.298,36562.848231883996
14.302,36617.820405797036
14.307,36675.45045410622
14.312,36737.16243478254
14.314,36791.46081159414
14.316,36848.56220289848
14.319,36905.52096618351
14.321,36962.270879226984
14.33,37016.573971014426
14.333,37070.87489855066
14.334,37121.80566183568
14.348,37176.079072463705
14.354,37226.043072463704
14.358,37276.819980676264
14.368,37323.56881159414
14.372,37368.80616425114
14.375,37409.56629951684
14.379,37451.667922705245
14.39,37490.21882125598
14.393,37528.884405797035
14.4,37568.17028019317
14.405,37606.857526569984
14.409,37645.06638325276
14.41,37683.86975845404
14.421,37719.60577777771
14.424,37753.060991948405
14.425,37785.847729468536
14.437,37823.2534492753
14.442,37859.31652818029
14.443,37896.19994202892
14.447,37934.47362318834
14.46,37971.722769726184
14.462,38009.91354589365
14.465,38053.04063768109
14.472,38090.822711755165
14.473,38131.078628019255
14.476,38166.12092753617
14.481,38202.499716586084
14.483,38241.75630917868
14.486,38273.98645410621
14.493,38310.98572624792
14.499,38346.44682125597
14.501,38377.49806763278
14.504,38408.25160064406
14.507,38437.759149758385
14.508,38466.05739130428
14.51,38492.15552334937
14.526,38525.825565217325
14.533,38549.351014492684
14.539,38574.46177777771
14.553,38601.688966183516
14.556,38631.40647342988
14.558,38656.80851207722
14.565,38683.54226086949
14.57,38712.54524637674
14.573,38741.545681159354
14.576,38773.36331400959
14.585,38806.65482125597
14.587,38835.31127536225
14.588,38867.50581642505
14.6,38900.63728502409
14.605,38933.86170048302
14.608,38971.08810628013
14.616,39006.42409661829
14.622,39044.25716908206
14.636,39078.686608695585
14.644,39114.78482125597
14.65,39149.428038647275
14.656,39188.46932367143
14.668,39225.02552656998
14.672,39262.38201932361
14.675,39299.45654106273
14.688,39331.36171014486
14.69,39364.73862801926
14.692,39398.232415458864
14.703,39428.712966183506
14.708,39465.493922705245
14.709,39502.7534492753
14.718,39540.00390338157
14.722,39576.2261256038
14.723,39612.4261256038
14.735,39648.40939130428
14.741,39683.14403864728
14.744,39717.300367149684
14.756,39752.55665700476
14.758,39788.98297584534
14.759,39826.72798067626
14.764,39860.54071497578
14.767,39902.068579710074
14.768,39941.454995169006
14.771,39982.03640579703
14.776,40023.781120772874
14.779,40069.017700483026
14.789,40112.19319806756
14.795,40157.251091787366
14.803,40201.412830917805
14.82,40246.9597487922
14.824,40293.06630917868
14.834,40339.43717874389
14.836,40387.277565217315
14.838,40441.27746859896
14.846,40491.65882125596
14.85,40542.54817391297
14.853,40594.96707246369
14.862,40647.8338550724
14.869,40700.649159420216
14.875,40753.12950724631
14.881,40807.761314009585
14.897,40861.094937197995
14.902,40919.05621256032
14.912,40971.083333333256
14.917,41026.83889855065
14.927,41083.051352656934
14.933,41131.64264734292
14.937,41187.45255072457
14.946,41240.71943961346
14.95,41292.89587439606
14.953,41343.97250241539
14.958,41392.054444444366
14.967,41438.39654106273
14.97,41480.67684057964
14.971,41525.94724637674
14.983,41567.84064734292
14.985,41609.191178743895
14.992,41655.16770048302
14.996,41697.91932367143
14.997,41740.07104347818
15.008,41781.80046376804
15.012,41823.18205797093
15.015,41864.259091787375
15.022,41905.06321739123
15.028,41945.760386473354
15.029,41985.76959420282
15.03,42027.871149758386
15.042,42063.777439613455
15.046,42103.75657971007
15.047,42138.72011594196
15.059,42180.784154589295
15.064,42223.409700483026
15.069,42260.85199033809
15.077,42298.49167149751
15.085,42338.010830917796
15.087,42378.12556521732
15.095,42418.63038647336
15.1,42459.37267632843
15.101,42501.96671497577
15.106,42543.02382608689
15.119,42584.10847342988
15.121,42626.693333333256
15.122,42664.27587439606
15.131,42702.901004830834
15.137,42739.09363285017
15.148,42777.58718840573
15.152,42812.91461835742
15.156,42845.733913043405
