id,method,fwl_thickness,mean,std,cv,min,max,median,25%,50%,75%,iqr,count,outliers
LRS70D_YSI_20230822,IC,11.580626,513.817247718906,180.87020269286475,0.35201271170992965,423.6,1329.4,436.95,428.725,436.95,481.96250000000003,53.23750000000001,2086,346
LRS70D_YSI_20230822,BIC,11.580626,513.817247718906,180.87020269286475,0.35201271170992965,423.6,1329.4,436.95,428.725,436.95,481.96250000000003,53.23750000000001,2086,346
LRS70D_YSI_20230822,DGH,10.6681098710112,464.65287597986236,77.59193959743531,0.1669890440983692,423.6,834.05,435.4,428.1,435.4,452.9,24.799999999999955,1905,321
LRS75D_YSI_20230819,IC,18.027207,983.5730238308502,52.72257803874702,0.05360311513363951,965.2,1787.7,968.2,965.7,968.2,978.0,12.299999999999955,4337,637
LRS75D_YSI_20230819,BIC,17.95637,981.6743765851982,39.48985045411006,0.04022703596632258,965.2,1497.8,968.1,965.7,968.1,978.0,12.299999999999955,4324,624
LRS75D_YSI_20230819,DGH,17.567690271795627,977.7601399798392,22.32319003253107,0.022830947100166466,965.2,1087.1,967.8,965.7,967.8,977.5,11.799999999999955,4246,556
LRS79D_YSI_20230827,IC,13.396252,1487.8420859936382,242.08831909210667,0.1627110305395285,1143.2,2346.9,1438.9499999999998,1305.5749999999998,1438.9499999999998,1581.025,275.4500000000003,2268,139
LRS79D_YSI_20230827,BIC,13.396252,1487.8420859936382,242.08831909210667,0.1627110305395285,1143.2,2346.9,1438.9499999999998,1305.5749999999998,1438.9499999999998,1581.025,275.4500000000003,2268,139
LRS79D_YSI_20230827,DGH,12.548109383494488,1436.054462345792,156.11356454245677,0.10871005845241105,1143.2,1949.1,1416.0500000000002,1304.6,1416.0500000000002,1558.475,253.875,2106,7
LRS81D_YSI_20230823,IC,13.79085,599.6910389671098,87.50017676473207,0.14590876147730975,323.4,920.8,598.1,590.95,598.1,608.45,17.5,2751,846
LRS81D_YSI_20230823,BIC,14.923333,684.6648611124689,324.614357343095,0.47412153855194134,323.4,2803.1,598.2,593.0,598.2,628.2,35.200000000000045,3001,859
LRS81D_YSI_20230823,DGH,14.170792228138712,615.9895768304644,127.14027670290982,0.20640004552853328,323.4,1360.0,598.2,592.3,598.2,611.65,19.350000000000023,2840,907
LRS89D_YSI_20230825,IC,10.868598,745.8845286130703,285.86106835582325,0.38325110307270427,367.9,2011.3,580.0,550.4,580.0,967.925,417.525,1748,18
LRS89D_YSI_20230825,BIC,10.868598,745.8845286130703,285.86106835582325,0.38325110307270427,367.9,2011.3,580.0,550.4,580.0,967.925,417.525,1748,18
LRS89D_YSI_20230825,DGH,10.920540206522952,753.6874110378891,301.4766016757311,0.40000217233371754,367.9,2017.6,580.6,550.4,580.6,973.6,423.20000000000005,1759,29
LRS90D_YSI_20230827,IC,14.161785,825.6566003932057,367.9318566984804,0.44562334573872325,654.7,2607.7,704.1500000000001,695.8,704.1500000000001,763.625,67.82500000000005,2076,178
LRS90D_YSI_20230827,BIC,12.560786,715.828843298861,35.307510992381886,0.04932395686889202,654.7,805.7,700.3499999999999,695.2,700.3499999999999,729.925,34.72499999999991,1848,177
LRS90D_YSI_20230827,DGH,12.070125149058086,711.8374068875446,30.8982414969654,0.04340631891215949,654.7,793.4,697.8,694.5,697.8,725.8249999999999,31.324999999999932,1764,149
