well_id,smoothing,N,bp_index,depth_bgl_m,sec_at_bp_uS_cm,cluster_id
AW6D,savgol,12,11,17.704178412662753,12982.191572099178,10
AW6D,savgol,12,12,18.355314165338726,13931.26790407078,10
AW6D,lowess,1,1,8.6659005197608,393.24544811907475,5
AW6D,lowess,2,1,9.993864996446765,394.4174390604757,6
AW6D,lowess,2,2,14.131655557425159,4005.0371478960114,8
AW6D,lowess,3,1,10.367215678266424,394.6276084957165,6
AW6D,lowess,3,2,11.81925882912477,1402.412994899382,6
AW6D,lowess,3,3,17.91808898012554,12864.593131593942,10
AW6D,lowess,4,1,10.364622149320521,394.6312529736656,6
AW6D,lowess,4,2,11.840941829844796,1422.4853143450646,6
AW6D,lowess,4,3,17.375071657489784,10456.004969127669,10
AW6D,lowess,4,4,17.722623488148052,12389.302458584709,10
AW6D,lowess,5,1,10.400609538162357,394.64766222903773,6
AW6D,lowess,5,2,11.559464592520843,1177.4491875197223,6
AW6D,lowess,5,3,13.207687740240011,2239.9417642654703,7
AW6D,lowess,5,4,13.857716652647271,3176.8413713719888,8
AW6D,lowess,5,5,18.24424380313856,13718.938771133407,10
AW6D,lowess,6,1,3.2245348827011044,385.47099871974785,1
AW6D,lowess,6,2,10.402961702416022,395.1009051042796,6
AW6D,lowess,6,3,11.552816699360175,1172.6098914003303,6
AW6D,lowess,6,4,13.212876238950674,2246.1981159371953,7
AW6D,lowess,6,5,13.857716652647264,3176.8413713721543,8
AW6D,lowess,6,6,18.244243803138563,13718.938771134137,10
AW6D,lowess,7,1,4.208430268735255,385.4709987197447,2
AW6D,lowess,7,2,7.109211833087319,392.44658907422536,4
AW6D,lowess,7,3,10.409307245020022,393.27503576816696,6
AW6D,lowess,7,4,11.441056045793731,1076.2354747142483,6
AW6D,lowess,7,5,14.510229762267251,4119.20946268656,8
AW6D,lowess,7,6,16.701339930070617,7596.059108672905,10
AW6D,lowess,7,7,17.748955605746584,12456.029812682238,10
AW6D,lowess,8,1,4.208430268735426,385.47099871973955,2
AW6D,lowess,8,2,7.109211833086519,392.4465890742141,4
AW6D,lowess,8,3,10.409307245020019,393.2750357681501,6
AW6D,lowess,8,4,11.440952783596689,1076.1270422055368,6
AW6D,lowess,8,5,14.504455538607154,4109.278193141941,8
AW6D,lowess,8,6,16.725542139082137,7658.062165270927,10
AW6D,lowess,8,7,17.85699284738159,13150.611461230561,10
AW6D,lowess,8,8,18.291323186121506,13855.668529615685,10
AW6D,lowess,9,1,4.2084302687360235,385.47099871975104,2
AW6D,lowess,9,2,7.109211833086653,392.44658907422814,4
AW6D,lowess,9,3,10.409307245020017,393.2750357681738,6
AW6D,lowess,9,4,11.441056045793733,1076.235474714268,6
AW6D,lowess,9,5,14.510229762267244,4119.209462686632,8
AW6D,lowess,9,6,16.704630102602117,7603.042578869355,10
AW6D,lowess,9,7,17.786513747427804,12695.575367144707,10
AW6D,lowess,9,8,21.271131100147638,25609.24186140002,12
AW6D,lowess,9,9,22.220815194422023,32717.694803992195,13
AW6D,lowess,10,1,10.400609538162353,394.6476622290256,6
AW6D,lowess,10,2,11.559425898722878,1177.4062129763752,6
AW6D,lowess,10,3,13.170526029949952,2207.793544914144,7
AW6D,lowess,10,4,14.102369388702687,3578.304128893202,8
AW6D,lowess,10,5,15.419344503795852,5373.236169876401,9
AW6D,lowess,10,6,16.59805333735256,7287.099148231714,10
AW6D,lowess,10,7,17.76192108192163,12493.480642734832,10
AW6D,lowess,10,8,20.0473369698654,20315.0006852884,11
AW6D,lowess,10,9,21.085830093724645,24253.91469509679,12
AW6D,lowess,10,10,22.187601713917914,32536.488116001805,13
AW6D,lowess,11,1,4.339647103614948,385.4709987197305,2
AW6D,lowess,11,2,5.717603089299527,389.4358190690592,3
AW6D,lowess,11,3,7.215309796707634,392.2942887879494,4
AW6D,lowess,11,4,8.45953412603853,392.964079538797,5
AW6D,lowess,11,5,10.408910507568594,393.1228239963647,6
