well_id,smoothing,N,bp_index,depth_bgl_m,sec_at_bp_uS_cm,cluster_id
BW3D,lowess,1,1,21.31892254317812,34398.120265453465,8
BW3D,lowess,2,1,8.236934596196416,501.9545835977567,2
BW3D,lowess,2,2,17.817053614318137,19094.68318420816,6
BW3D,lowess,3,1,8.949981623357344,516.1534500546238,2
BW3D,lowess,3,2,13.540679467753721,5117.835544253963,3
BW3D,lowess,3,3,22.407419681392458,39394.63776691245,8
BW3D,lowess,4,1,8.941755633885679,515.6032091402508,2
BW3D,lowess,4,2,13.418231438461069,4793.314132470019,3
BW3D,lowess,4,3,20.203933328019314,25123.067707804505,8
BW3D,lowess,4,4,23.73381042491248,43194.89682870981,8
BW3D,lowess,5,1,8.704931155333066,508.76435035717344,2
BW3D,lowess,5,2,11.650679589920012,1783.3065260862513,3
BW3D,lowess,5,3,12.997767887531607,4339.842293864242,3
BW3D,lowess,5,4,20.234501022768583,25264.651629223426,8
BW3D,lowess,5,5,23.737539825519864,43199.45179615722,8
BW3D,lowess,6,1,8.710535275442002,508.98954416419673,2
BW3D,lowess,6,2,11.603853951159174,1753.1987953763553,3
BW3D,lowess,6,3,13.302077914152537,5105.587050484861,3
BW3D,lowess,6,4,15.096119287988271,6611.940402121847,4
BW3D,lowess,6,5,17.634559516264435,14589.022942022384,6
BW3D,lowess,6,6,23.26913269142766,42153.54603676825,8
BW3D,lowess,7,1,8.710535275442002,508.98954416419934,2
BW3D,lowess,7,2,11.598287043464378,1749.0318177975294,3
BW3D,lowess,7,3,13.31149106654568,5124.6191460204045,3
BW3D,lowess,7,4,15.086845122168185,6591.933887798389,4
BW3D,lowess,7,5,17.35739715215017,13395.058876765894,6
BW3D,lowess,7,6,20.88289423722133,27874.650181375375,8
BW3D,lowess,7,7,23.738180883925597,43200.23481221854,8
BW3D,lowess,8,1,8.25369504011655,502.1428066793653,2
BW3D,lowess,8,2,8.804130001827403,528.442965671754,2
BW3D,lowess,8,3,11.610218322931372,1760.2359371521218,3
BW3D,lowess,8,4,13.302077914152541,5105.587050484872,3
BW3D,lowess,8,5,15.100759936084508,6616.363748881304,4
BW3D,lowess,8,6,17.356483763341632,13395.573286192533,6
BW3D,lowess,8,7,20.908601202372722,28011.281504019666,8
BW3D,lowess,8,8,23.748126557077043,43225.93970032787,8
BW3D,lowess,9,1,8.710535275441998,508.989544164191,2
BW3D,lowess,9,2,11.603853951159177,1753.198795376312,3
BW3D,lowess,9,3,13.302077914152528,5105.587050484715,3
BW3D,lowess,9,4,15.092018739838462,6608.034325824797,4
BW3D,lowess,9,5,17.705136670039717,14892.849209627855,6
BW3D,lowess,9,6,19.085629325501625,18495.373552544326,7
BW3D,lowess,9,7,20.538281064390556,26522.4572717659,8
BW3D,lowess,9,8,23.524777597903153,41924.77833386459,8
BW3D,lowess,9,9,26.43183756602757,47500.10682051416,10
BW3D,lowess,10,1,8.702612849055697,508.7410346194978,2
BW3D,lowess,10,2,11.664766641005961,1790.6266382194765,3
BW3D,lowess,10,3,12.778149880237292,3812.1561008988438,3
BW3D,lowess,10,4,13.643705188189099,5509.369796565996,3
BW3D,lowess,10,5,15.030175495206585,6462.235115633121,4
BW3D,lowess,10,6,17.47878953619571,13927.81931287958,6
BW3D,lowess,10,7,18.082853520194554,15948.887613759345,6
BW3D,lowess,10,8,19.015491822713038,18182.62470694395,7
BW3D,lowess,10,9,20.575070619179545,26754.49105628965,8
BW3D,lowess,10,10,23.771876916775998,43268.32464613732,8
BW3D,lowess,11,1,8.764918372722741,510.1323602922076,2
BW3D,lowess,11,2,11.001212938669198,1397.6858347942377,3
BW3D,lowess,11,3,11.462879043741625,1578.4238280144068,3
BW3D,lowess,11,4,13.272643794416096,5064.732225050263,3
BW3D,lowess,11,5,15.104722009593804,6628.654717712958,4
BW3D,lowess,11,6,17.490571854005314,13964.678604768982,6
BW3D,lowess,11,7,18.082853520194565,15948.887613758727,6
BW3D,lowess,11,8,19.01693556452845,18186.31452229523,7
BW3D,lowess,11,9,20.53929421786858,26526.577462511937,8
BW3D,lowess,11,10,23.525123895930566,41927.00434285876,8
BW3D,lowess,11,11,26.437456704650035,47507.94610951867,10
BW3D,lowess,12,1,4.592357087448156,472.1401213009647,1
BW3D,lowess,12,2,8.691897003523952,506.43035414783304,2
BW3D,lowess,12,3,11.664766641005958,1790.6266382195167,3
BW3D,lowess,12,4,12.77814988023728,3812.156100898875,3
BW3D,lowess,12,5,13.643231997922737,5508.260754035225,3
BW3D,lowess,12,6,15.02555860470083,6460.711169525274,4
BW3D,lowess,12,7,17.692565679498582,14852.53177587319,6
BW3D,lowess,12,8,19.090334993886785,18515.82538620427,7
BW3D,lowess,12,9,20.527271201420426,26453.6512795765,8
BW3D,lowess,12,10,23.365315195525152,40978.540663894826,8
BW3D,lowess,12,11,24.268372949451315,43542.76372134507,8
BW3D,lowess,12,12,26.650837282887036,47700.500751053216,10
BW3D,lowess,13,1,4.541636720113122,471.2272752363645,1
BW3D,lowess,13,2,8.75605965420041,508.099643937223,2
BW3D,lowess,13,3,11.001212938669202,1397.6858347942834,3
BW3D,lowess,13,4,11.462879043741637,1578.4238280144825,3
BW3D,lowess,13,5,13.276429356948988,5077.098709548664,3
BW3D,lowess,13,6,15.20547558668017,6701.043790777768,4
BW3D,lowess,13,7,15.638987405282977,7942.63189775285,4
BW3D,lowess,13,8,17.80403829305579,15187.262928302465,6
BW3D,lowess,13,9,19.06254383566676,18389.801126787755,7
BW3D,lowess,13,10,20.537067411803292,26514.415796647834,8
BW3D,lowess,13,11,23.516212285121703,41879.54754747738,8
BW3D,lowess,13,12,26.220096901791234,47116.3123064304,10
BW3D,lowess,13,13,27.65585791299384,48528.66094878354,11
BW3D,lowess,14,1,4.900346122446385,477.2949334718393,1
BW3D,lowess,14,2,7.897775797512601,494.48122580242756,2
BW3D,lowess,14,3,8.773734968060875,523.162711352632,2
BW3D,lowess,14,4,11.666899765416199,1794.3075807891764,3
BW3D,lowess,14,5,12.792514252462736,3844.869058016671,3
BW3D,lowess,14,6,13.655698365381756,5522.71028387212,3
BW3D,lowess,14,7,15.022497372766022,6454.541056138392,4
BW3D,lowess,14,8,17.692565679498564,14852.531775873646,6
BW3D,lowess,14,9,19.089558703104384,18513.558518051796,7
BW3D,lowess,14,10,20.529471418203784,26464.440216307594,8
BW3D,lowess,14,11,23.365707403393547,40979.62089304089,8
BW3D,lowess,14,12,24.262302300781087,43525.0013939706,8
BW3D,lowess,14,13,26.499278894804696,47440.157192695086,10
BW3D,lowess,14,14,27.7811497265159,48608.67600622614,11
BW3D,lowess,15,1,4.911756812286738,477.48600899542663,1
BW3D,lowess,15,2,7.813292522861975,493.7303279649126,2
BW3D,lowess,15,3,8.712734354162082,518.981503435182,2
BW3D,lowess,15,4,9.144016254127923,598.1629975494957,2
BW3D,lowess,15,5,10.957407666607349,1380.4206106807173,3
BW3D,lowess,15,6,11.553745498488965,1613.271111206463,3
BW3D,lowess,15,7,12.42370858514936,3060.486653324837,3
BW3D,lowess,15,8,13.241727248584496,4768.052373137645,3
BW3D,lowess,15,9,13.893100209839618,5739.132916657621,3
BW3D,lowess,15,10,14.990893913016983,6390.722090551451,4
BW3D,lowess,15,11,17.692332389834082,14851.985297042957,6
BW3D,lowess,15,12,19.089558703104363,18513.55851804721,7
BW3D,lowess,15,13,20.537086011175592,26514.491464094925,8
BW3D,lowess,15,14,23.52078940713349,41908.96974690787,8
BW3D,lowess,15,15,26.43309187385285,47504.802325439945,10
LRS69D,savgol,1,1,17.562491499649106,29558.500863207883,6
LRS69D,savgol,2,1,8.363644531478895,1030.4480982251696,1
LRS69D,savgol,2,2,13.449323404684996,17764.901202597972,4
LRS69D,savgol,3,1,8.553757697082293,1044.637556701537,1
LRS69D,savgol,3,2,12.529196536807454,12240.575877445342,4
LRS69D,savgol,3,3,20.83444025236721,40680.54106569663,8
LRS69D,savgol,4,1,8.738513714245316,1060.5837360705375,1
LRS69D,savgol,4,2,11.576901892683656,7770.4030757118935,3
LRS69D,savgol,4,3,14.963249950337394,19303.09048370274,5
LRS69D,savgol,4,4,22.40197607276051,44728.16369449727,9
LRS69D,savgol,5,1,8.143124281105816,1017.7423195058681,1
LRS69D,savgol,5,2,10.594024801894617,2822.276962730363,3
LRS69D,savgol,5,3,10.932528878288013,6635.331990067657,3
LRS69D,savgol,5,4,15.014618379223846,19420.830243307948,5
LRS69D,savgol,5,5,22.40357676631087,44729.99719388883,9
LRS69D,savgol,6,1,8.143124281105813,1017.7423195058036,1
LRS69D,savgol,6,2,10.594024801894616,2822.276962730187,3
LRS69D,savgol,6,3,10.932484185833784,6634.583121091863,3
LRS69D,savgol,6,4,14.919118974993692,18942.626140644777,5
LRS69D,savgol,6,5,20.97291457876095,38910.23542454139,8
LRS69D,savgol,6,6,24.480491853396867,48482.61481550514,10
LRS69D,savgol,7,1,8.143124281105823,1017.7423195058036,1
LRS69D,savgol,7,2,10.594024801894616,2822.2769627301577,3
LRS69D,savgol,7,3,10.933547634952568,6652.425269787848,3
LRS69D,savgol,7,4,15.207630995679974,20336.02304650095,5
LRS69D,savgol,7,5,19.195020941819077,29784.840605356294,7
LRS69D,savgol,7,6,20.012568737478723,36919.47809687753,8
LRS69D,savgol,7,7,24.597461893170102,48628.528704945704,10
LRS69D,savgol,8,1,7.162548765835265,988.5567330673812,1
LRS69D,savgol,8,2,8.42030962181963,1120.0826631188204,1
LRS69D,savgol,8,3,10.625283840104672,2908.142698396929,3
LRS69D,savgol,8,4,10.924117154115912,6638.364036798882,3
LRS69D,savgol,8,5,15.208682965398546,20338.07051525454,5
LRS69D,savgol,8,6,19.194521708974204,29783.41757484227,7
LRS69D,savgol,8,7,20.013362327011684,36920.98069433857,8
LRS69D,savgol,8,8,24.594453944326027,48622.60960868355,10
LRS69D,savgol,9,1,7.155986309896623,988.4516095784496,1
LRS69D,savgol,9,2,8.409367048221522,1118.3284768586773,1
LRS69D,savgol,9,3,10.603870336600536,2864.0516178587004,3
LRS69D,savgol,9,4,10.931428749623816,6635.925175227005,3
LRS69D,savgol,9,5,14.865528865334923,18667.371866551406,5
LRS69D,savgol,9,6,16.928243884110113,24888.375011134965,6
LRS69D,savgol,9,7,18.963198419144064,28209.08876410639,7
LRS69D,savgol,9,8,20.024882480274456,36944.4018136116,8
LRS69D,savgol,9,9,24.593810201097387,48622.14714532241,10
LRS69D,savgol,10,1,7.173954115704672,988.7631492770515,1
LRS69D,savgol,10,2,8.42283167459988,1121.1236422497873,1
LRS69D,savgol,10,3,10.625318753917409,2908.4231407234442,3
LRS69D,savgol,10,4,10.923255099089587,6622.577430572578,3
LRS69D,savgol,10,5,14.866077294254593,18668.799463106905,5
LRS69D,savgol,10,6,16.92824388411,24888.375011133285,6
LRS69D,savgol,10,7,18.962819496187723,28208.430901754924,7
LRS69D,savgol,10,8,20.019222218764913,36885.90752114568,8
LRS69D,savgol,10,9,24.22433575038643,47666.37114681502,10
LRS69D,savgol,10,10,27.05698328180611,51008.33804773035,11
LRS69D,savgol,11,1,7.169014359439505,988.6612783107487,1
LRS69D,savgol,11,2,8.422245585059123,1120.8392817032855,1
LRS69D,savgol,11,3,10.625318753917405,2908.4231407233847,3
LRS69D,savgol,11,4,10.92315186909474,6620.689523249169,3
LRS69D,savgol,11,5,14.948980071767739,19090.11654541255,5
LRS69D,savgol,11,6,16.075981505856515,21736.555581804234,5
LRS69D,savgol,11,7,16.64747714681579,24400.147368014284,6
LRS69D,savgol,11,8,18.970797819951578,28257.90095681354,7
LRS69D,savgol,11,9,20.01850462462466,36884.29366675499,8
LRS69D,savgol,11,10,24.2243357503867,47666.37114681141,10
LRS69D,savgol,11,11,27.05698328180631,51008.3380477243,11
LRS69D,savgol,12,1,8.138406207655136,1017.3495557275512,1
LRS69D,savgol,12,2,10.586389484672393,2808.1705515954186,3
LRS69D,savgol,12,3,10.922274455150472,6387.679232910116,3
LRS69D,savgol,12,4,13.194929904981805,12690.69141822092,4
LRS69D,savgol,12,5,14.134116066935565,13976.720618208423,5
LRS69D,savgol,12,6,14.439714854583075,17510.27164608976,5
LRS69D,savgol,12,7,16.8960259844836,24833.445980477896,6
LRS69D,savgol,12,8,18.96539318847177,28219.092821155646,7
LRS69D,savgol,12,9,20.017670349917797,36876.46983200968,8
LRS69D,savgol,12,10,24.051746599816404,47181.96859157278,10
LRS69D,savgol,12,11,24.66014893739998,48228.030080222336,10
LRS69D,savgol,12,12,27.102281979295913,51019.7922380614,11
LRS69D,savgol,13,1,4.298770062875957,979.9054589418856,0
LRS69D,savgol,13,2,6.58395497736958,987.3472644507768,1
LRS69D,savgol,13,3,7.477446457867392,1012.1536344190241,1
LRS69D,savgol,13,4,8.442094868968168,1129.1625067536581,1
LRS69D,savgol,13,5,10.6324050091008,2923.341654434505,3
LRS69D,savgol,13,6,10.936284462786888,6927.066737217403,3
LRS69D,savgol,13,7,12.240757762689297,8566.838356405586,4
LRS69D,savgol,13,8,12.535388330217781,10855.984154085758,4
LRS69D,savgol,13,9,15.792341272171834,21957.776790139247,5
LRS69D,savgol,13,10,19.098265021679715,29158.851546286238,7
LRS69D,savgol,13,11,20.015254293254515,36876.98462287966,8
LRS69D,savgol,13,12,24.224335750386448,47666.37114680137,10
LRS69D,savgol,13,13,27.05698328180627,51008.33804771261,11
LRS69D,savgol,14,1,4.304093136214977,979.905856671724,0
LRS69D,savgol,14,2,6.58430731237696,987.3569256563522,1
LRS69D,savgol,14,3,7.477446457867375,1012.1536344190044,1
LRS69D,savgol,14,4,8.43908344583614,1128.776952201305,1
LRS69D,savgol,14,5,10.625368552189267,2908.8231880385565,3
LRS69D,savgol,14,6,10.923255099089587,6622.577430572219,3
LRS69D,savgol,14,7,14.866077294254612,18668.7994631045,5
LRS69D,savgol,14,8,16.92824388411014,24888.37501112962,6
LRS69D,savgol,14,9,18.963046986433348,28208.8258542518,7
LRS69D,savgol,14,10,20.06402537505508,37311.6490205232,8
LRS69D,savgol,14,11,22.206109864395412,41576.923927892865,9
LRS69D,savgol,14,12,22.74078589276084,44128.66147495141,9
LRS69D,savgol,14,13,24.54709942808635,48098.87628189436,10
LRS69D,savgol,14,14,27.098810437588384,51018.33273835846,11
LRS69D,savgol,15,1,4.304093136215643,979.905856671745,0
LRS69D,savgol,15,2,6.58430731237693,987.3569256563715,1
LRS69D,savgol,15,3,7.4774464578674085,1012.1536344190324,1
LRS69D,savgol,15,4,8.439083445836136,1128.7769522013396,1
LRS69D,savgol,15,5,10.625368552189263,2908.8231880386097,3
LRS69D,savgol,15,6,10.923255099089591,6622.57743057251,3
LRS69D,savgol,15,7,14.866077294254584,18668.79946310561,5
LRS69D,savgol,15,8,16.928243884110103,24888.375011131247,6
LRS69D,savgol,15,9,18.963046986433337,28208.825854253646,7
LRS69D,savgol,15,10,20.06405486147474,37311.92849121027,8
LRS69D,savgol,15,11,22.20517114835302,41574.45352757143,9
LRS69D,savgol,15,12,22.741132835752545,44129.39167389923,9
LRS69D,savgol,15,13,24.54543414924613,48095.056281731246,10
LRS69D,savgol,15,14,27.022836495931685,50932.95946234349,11
LRS69D,savgol,15,15,27.800186644774794,51135.8316727373,11
LRS69D,lowess,1,1,17.527975829303085,29543.068789646284,6
LRS69D,lowess,2,1,8.281266024889355,1028.8483418045735,1
LRS69D,lowess,2,2,13.520266478612756,18081.904828460483,4
LRS69D,lowess,3,1,8.539426772094775,1048.833796975951,1
LRS69D,lowess,3,2,12.418047439820723,11908.952897882198,4
LRS69D,lowess,3,3,20.711007099050285,40381.74996230865,8
LRS69D,lowess,4,1,8.687779724796949,1065.9913076678272,1
LRS69D,lowess,4,2,11.658361103096677,8163.549049746789,3
LRS69D,lowess,4,3,14.98233707315975,19311.04387030049,5
LRS69D,lowess,4,4,22.23154878849136,44188.879918052175,9
LRS69D,lowess,5,1,8.04931316097456,1015.7441219282753,1
LRS69D,lowess,5,2,10.204515737108455,2373.483035672381,3
LRS69D,lowess,5,3,11.09648125837862,6856.839001372173,3
LRS69D,lowess,5,4,14.875633979016012,19050.19482769515,5
LRS69D,lowess,5,5,22.209506373560153,44130.47533586607,9
LRS69D,lowess,6,1,8.049313160974545,1015.7441219282399,1
LRS69D,lowess,6,2,10.204515737108462,2373.4830356723082,3
LRS69D,lowess,6,3,11.095537229657818,6849.144387127198,3
LRS69D,lowess,6,4,14.786353735561622,18627.525015198196,5
LRS69D,lowess,6,5,20.9464236318,38902.20902905538,8
LRS69D,lowess,6,6,24.542979103857576,48537.5204044123,10
LRS69D,lowess,7,1,8.04931316097455,1015.7441219282607,1
LRS69D,lowess,7,2,10.202453755773687,2371.5564886919988,3
LRS69D,lowess,7,3,11.103356987694786,6890.299653732244,3
LRS69D,lowess,7,4,15.038574725210706,19808.13870078587,5
LRS69D,lowess,7,5,19.199612636442193,30167.533602030882,7
LRS69D,lowess,7,6,20.092887360838258,37100.865600179044,8
LRS69D,lowess,7,7,24.618154522818102,48626.77070463068,10
LRS69D,lowess,8,1,8.047678192745963,1015.7313017005139,1
LRS69D,lowess,8,2,10.232026720665344,2396.283164588333,3
LRS69D,lowess,8,3,10.960321839380155,6114.874035643841,3
LRS69D,lowess,8,4,12.710685928706713,11159.23144876787,4
LRS69D,lowess,8,5,15.527628794021881,21121.592123967355,5
LRS69D,lowess,8,6,19.10603605173793,29631.397994566756,7
LRS69D,lowess,8,7,20.10318956802901,37123.70643154917,8
LRS69D,lowess,8,8,24.618149626159045,48626.767183054784,10
LRS69D,lowess,9,1,7.0874326635891425,989.3887106758167,1
LRS69D,lowess,9,2,8.312494572363187,1107.988180675342,1
LRS69D,lowess,9,3,10.241440471859129,2427.9412273537223,3
LRS69D,lowess,9,4,10.960865409710754,6116.016445780695,3
LRS69D,lowess,9,5,12.7106859287067,11159.231448767985,4
LRS69D,lowess,9,6,15.527628794021854,21121.59212396757,5
LRS69D,lowess,9,7,19.106036051737934,29631.397994567422,7
LRS69D,lowess,9,8,20.103417594665913,37125.620162402505,8
LRS69D,lowess,9,9,24.621573604197437,48633.036940215534,10
LRS69D,lowess,10,1,8.047678192745959,1015.7313017005274,1
LRS69D,lowess,10,2,10.232026720665344,2396.2831645883916,3
LRS69D,lowess,10,3,10.96017200286854,6113.69560164429,3
LRS69D,lowess,10,4,12.658120775077778,10962.459388399117,4
LRS69D,lowess,10,5,15.074872407906968,19241.255579551333,5
LRS69D,lowess,10,6,16.987909065154778,24988.15012570459,6
LRS69D,lowess,10,7,18.571274762726166,27514.020218856913,7
LRS69D,lowess,10,8,19.321071860862357,30976.181365254073,7
LRS69D,lowess,10,9,20.087534267281974,37090.39556510055,8
LRS69D,lowess,10,10,24.621572552159112,48633.03618489634,10
LRS69D,lowess,11,1,6.58258800175903,985.3944870849286,1
LRS69D,lowess,11,2,7.605515908165379,1024.8789370651687,1
LRS69D,lowess,11,3,8.454380826964849,1143.6280468026919,1
LRS69D,lowess,11,4,9.418702193577603,1787.4516230134086,2
LRS69D,lowess,11,5,10.183648518202633,2309.393652218215,3
LRS69D,lowess,11,6,11.08964491305688,6826.347282973005,3
LRS69D,lowess,11,7,14.690204987684606,18188.404771374047,5
LRS69D,lowess,11,8,16.93277673076883,24849.941999436003,6
LRS69D,lowess,11,9,18.76070183975135,27936.546141265342,7
LRS69D,lowess,11,10,20.15141787419402,37228.047376321054,8
LRS69D,lowess,11,11,24.617293740144436,48626.151651803426,10
LRS69D,lowess,12,1,7.0874326635889,989.388710675838,1
LRS69D,lowess,12,2,8.31249457236332,1107.9881806753758,1
LRS69D,lowess,12,3,10.241440471859233,2427.941227354003,3
LRS69D,lowess,12,4,10.96071537621861,6114.838191196428,3
LRS69D,lowess,12,5,12.658120775077588,10962.4593883986,4
LRS69D,lowess,12,6,15.074019658964918,19237.436455202005,5
LRS69D,lowess,12,7,16.960894959381488,24900.15177547178,6
LRS69D,lowess,12,8,18.759969462611238,27932.16161348012,7
LRS69D,lowess,12,9,20.192542195909425,37545.991594624655,8
LRS69D,lowess,12,10,21.56946596039805,40293.31688081525,9
LRS69D,lowess,12,11,24.056250345137276,47370.37121331669,10
LRS69D,lowess,12,12,26.98446737406645,50953.888380218654,11
LRS69D,lowess,13,1,6.422283502914812,984.6886865661974,1
LRS69D,lowess,13,2,7.457219397787706,1014.4674346473628,1
LRS69D,lowess,13,3,8.336926681992502,1118.5025794698645,1
LRS69D,lowess,13,4,10.241723729958519,2428.824558633059,3
LRS69D,lowess,13,5,10.960715376218598,6114.838191196459,3
LRS69D,lowess,13,6,12.658120775077778,10962.459388399027,4
LRS69D,lowess,13,7,15.074019658964675,19237.43645520106,5
LRS69D,lowess,13,8,16.960894959381534,24900.151775471626,6
LRS69D,lowess,13,9,18.759680098995425,27931.645394759136,7
LRS69D,lowess,13,10,20.143018247427918,37160.9284082819,8
LRS69D,lowess,13,11,24.23453075700368,47641.630243984095,10
LRS69D,lowess,13,12,26.795058454466112,50700.74003065031,11
LRS69D,lowess,13,13,27.464765266269715,51083.25736878671,11
LRS69D,lowess,14,1,7.087432663589112,989.3887106758299,1
LRS69D,lowess,14,2,8.314838614220793,1108.2282238100454,1
LRS69D,lowess,14,3,10.213704998209742,2404.2164203186994,3
LRS69D,lowess,14,4,11.095674973537022,6843.621947920785,3
LRS69D,lowess,14,5,14.69644250306213,18209.11244355248,5
LRS69D,lowess,14,6,16.935857673748142,24856.334801662684,6
LRS69D,lowess,14,7,18.760754562745795,27935.80236119115,7
LRS69D,lowess,14,8,20.17939447450579,37446.56588388007,8
LRS69D,lowess,14,9,20.641422768800417,38463.969006948326,8
LRS69D,lowess,14,10,21.79833152222754,40721.49890151084,9
LRS69D,lowess,14,11,23.122988340352126,44866.362073896766,9
LRS69D,lowess,14,12,24.490372364754354,47998.85947061621,10
LRS69D,lowess,14,13,26.892630927472396,50780.0527206278,11
LRS69D,lowess,14,14,27.5296551910502,51093.35550156279,11
LRS69D,lowess,15,1,7.081266864149789,989.3017790270824,1
LRS69D,lowess,15,2,8.30769535366215,1106.964483568313,1
LRS69D,lowess,15,3,10.290841824681367,2472.80149617131,3
LRS69D,lowess,15,4,10.664404257032487,4481.494802886415,3
LRS69D,lowess,15,5,11.32239823999864,7379.105055165116,3
LRS69D,lowess,15,6,14.772777809619107,18435.418291528662,5
LRS69D,lowess,15,7,16.906561004070507,24736.19554112998,6
LRS69D,lowess,15,8,17.361211983901573,25606.97512648796,6
LRS69D,lowess,15,9,18.558805813010025,27461.517098287248,7
LRS69D,lowess,15,10,19.320732428854225,30973.587850531978,7
LRS69D,lowess,15,11,20.07633468201122,36993.17517245159,8
LRS69D,lowess,15,12,23.714516131177742,46208.65744100809,10
LRS69D,lowess,15,13,24.298601877292096,47579.04264602361,10
LRS69D,lowess,15,14,24.741714044472594,48312.79993021863,10
LRS69D,lowess,15,15,27.11063652931222,51000.814002071376,11
LRS70D,savgol,1,1,15.28831197666658,48665.97383854397,4
LRS70D,savgol,2,1,9.556423803129348,8169.41724536294,1
LRS70D,savgol,2,2,13.361491742306706,48111.379835140055,3
LRS70D,savgol,3,1,5.072561224219359,5491.182150273776,0
LRS70D,savgol,3,2,9.06412646057431,6141.5490540269175,1
LRS70D,savgol,3,3,13.305107257319868,48077.807024022295,3
LRS70D,savgol,4,1,2.4512126770717786,2312.9309697478784,0
LRS70D,savgol,4,2,4.653877852015979,5397.971910267122,0
LRS70D,savgol,4,3,9.070445926044624,6159.175781309427,1
LRS70D,savgol,4,4,13.3048985421213,48077.768172629825,3
LRS70D,savgol,5,1,2.1886323144439825,2245.6529612636486,0
LRS70D,savgol,5,2,3.5623281035271486,3337.124220795388,0
LRS70D,savgol,5,3,4.46577263173491,5351.989177655333,0
LRS70D,savgol,5,4,9.073576044017853,6168.53849451368,1
LRS70D,savgol,5,5,13.304898542121311,48077.768172631295,3
LRS70D,savgol,6,1,2.451212677071785,2312.9309697478616,0
LRS70D,savgol,6,2,4.653877852015969,5397.971910267051,0
LRS70D,savgol,6,3,9.07376970186704,6159.787286943814,1
LRS70D,savgol,6,4,13.175979265860066,45295.05981972682,3
LRS70D,savgol,6,5,13.842280257965697,48090.38433072676,3
LRS70D,savgol,6,6,23.05730495445162,50262.031481206766,9
LRS70D,savgol,7,1,2.4758792787915107,2327.8595450710436,0
LRS70D,savgol,7,2,4.652036887307617,5402.480467079116,0
LRS70D,savgol,7,3,8.915728132546384,6120.173530517967,1
LRS70D,savgol,7,4,12.062290091494349,23773.131424030667,3
LRS70D,savgol,7,5,12.503969645659488,37948.373995224545,3
LRS70D,savgol,7,6,13.45552651122092,47867.08175022839,3
LRS70D,savgol,7,7,22.51489165132187,50204.41740775543,8
LRS70D,savgol,8,1,2.1891936259363063,2245.758760205936,0
LRS70D,savgol,8,2,3.572532906195949,3347.73845114669,0
LRS70D,savgol,8,3,4.423145414696695,5253.190646085333,0
LRS70D,savgol,8,4,5.926123578801348,5674.524872457237,0
LRS70D,savgol,8,5,8.091067438980584,5913.736184855878,1
LRS70D,savgol,8,6,9.102158957097492,6251.819100121867,1
LRS70D,savgol,8,7,13.286807435614874,47689.763782545844,3
LRS70D,savgol,8,8,22.02504232488058,50149.85239305042,8
LRS70D,savgol,9,1,2.1891936259363036,2245.7587602059543,0
LRS70D,savgol,9,2,3.5742519304110427,3349.3997521028105,0
LRS70D,savgol,9,3,4.410425253545961,5222.210794247817,0
LRS70D,savgol,9,4,5.32363749789917,5536.995357884952,0
LRS70D,savgol,9,5,9.065931211681791,6137.743727133518,1
LRS70D,savgol,9,6,13.176040427721038,45291.261530622134,3
LRS70D,savgol,9,7,13.83929677473835,48086.052416104314,3
LRS70D,savgol,9,8,22.48481723776883,50130.42683460977,8
LRS70D,savgol,9,9,24.176896139549346,50359.880724620656,10
LRS70D,savgol,10,1,2.8870758689712823,2596.01367924907,0
LRS70D,savgol,10,2,4.51847184761796,5278.211425507174,0
LRS70D,savgol,10,3,5.56690732035458,5587.2496655636705,0
LRS70D,savgol,10,4,8.903809836252021,6090.602349640627,1
LRS70D,savgol,10,5,12.068436068221182,23830.169431859074,3
LRS70D,savgol,10,6,12.459279230485286,36523.61029654584,3
LRS70D,savgol,10,7,13.056397133066465,44529.62052233506,3
LRS70D,savgol,10,8,13.80474147291048,48079.524916565606,3
LRS70D,savgol,10,9,23.106045077115223,50274.10733721164,9
LRS70D,savgol,10,10,27.912294919956704,50587.4193950669,12
LRS70D,savgol,11,1,2.4389402855853013,2305.837835949837,0
LRS70D,savgol,11,2,4.660175668280935,5404.94492110405,0
LRS70D,savgol,11,3,8.915279797649228,6119.427767670881,1
LRS70D,savgol,11,4,12.068604490957542,23834.554736632883,3
LRS70D,savgol,11,5,12.459883285391342,36547.72186183153,3
LRS70D,savgol,11,6,13.06516351263007,44617.95851094448,3
LRS70D,savgol,11,7,13.835703416456388,48179.36752660245,3
LRS70D,savgol,11,8,16.818138229233032,48713.946276515526,5
LRS70D,savgol,11,9,22.075266200319177,50078.645418147236,8
LRS70D,savgol,11,10,24.630635460525877,50425.1765272912,10
LRS70D,savgol,11,11,26.37875131167282,50460.12185572112,11
LRS70D,savgol,12,1,2.1891936259366442,2245.758760206053,0
LRS70D,savgol,12,2,3.572532906196299,3347.738451147313,0
LRS70D,savgol,12,3,4.423145414696658,5253.190646085435,0
LRS70D,savgol,12,4,5.9261235788006665,5674.524872457138,0
LRS70D,savgol,12,5,8.091067438979882,5913.736184855974,1
LRS70D,savgol,12,6,9.105011021575562,6252.799588501812,1
LRS70D,savgol,12,7,13.176228574152928,45305.28801973083,3
LRS70D,savgol,12,8,13.870020433113375,48190.47967305395,3
LRS70D,savgol,12,9,16.6379781762022,48685.52855351766,5
LRS70D,savgol,12,10,20.33630316977837,49591.33450481457,7
LRS70D,savgol,12,11,21.515732605434142,49987.80024443732,8
