Vertical Position [m],Corrected sp Cond [uS/cm]
10.304,11676.8
10.314,11682.2
10.319,11687.8
10.325,11693.5
10.341,11699.2
10.345,11704.8
10.346,11710.4
10.359,11716.0
10.365,11718.8
10.366,11724.7
10.382,11730.5
10.388,11736.5
10.39,11742.2
10.405,11747.8
10.414,11753.1
10.419,11758.1
10.43,11763.1
10.437,11765.5
10.442,11770.1
10.449,11774.7
10.459,11779.0
10.463,11783.2
10.468,11787.1
10.479,11791.1
10.485,11795.4
10.486,11797.5
10.498,11801.7
10.505,11805.8
10.51,11810.1
10.516,11814.1
10.529,11818.2
10.531,11826.3
10.532,11822.2
10.546,11830.4
10.55,11834.8
10.554,11836.9
10.563,11841.3
10.569,11845.5
10.571,11849.5
10.582,11853.2
10.589,11856.9
10.592,11860.1
10.604,11863.1
10.61,11864.7
10.616,11867.6
10.621,11870.6
10.633,11873.7
10.636,11876.8
10.639,11879.5
10.648,11882.3
10.653,11885.2
10.657,11886.6
10.668,11889.4
10.67,11894.2
10.672,11891.9
10.674,11896.3
10.687,11898.5
10.69,11900.8
10.7,11903.1
10.706,11904.3
10.711,11906.5
10.714,11908.7
10.727,11910.8
10.732,11912.8
10.733,11914.8
10.745,11916.8
10.752,11918.9
10.753,11920.0
10.764,11922.1
10.77,11924.2
10.773,11926.1
10.778,11928.0
10.792,11930.0
10.799,11932.4
10.805,11934.7
10.82,11935.8
10.825,11939.1
10.837,11942.4
10.842,11944.6
10.843,11946.9
10.853,11949.0
10.859,11951.4
10.863,11953.7
10.867,11954.9
10.875,11962.0
10.876,11958.5
10.887,11964.1
10.894,11966.3
10.896,11968.4
10.908,11970.5
10.915,11972.6
10.926,11975.6
10.931,11977.4
10.934,11979.1
10.94,11980.8
10.944,11982.4
10.949,11984.3
10.954,11986.5
10.968,11987.6
10.972,11992.3
10.973,11989.9
10.981,11994.6
10.988,11997.1
10.997,11999.7
11.008,12002.2
11.013,12005.3
11.017,12008.1
11.031,12010.3
11.038,12013.0
11.057,12016.0
11.067,12019.4
11.075,12022.8
11.079,12026.0
11.093,12027.5
11.096,12033.5
11.097,12030.5
11.107,12036.7
11.114,12039.8
11.118,12043.6
11.129,12049.2
11.151,12054.4
11.157,12060.2
11.164,12063.1
11.185,12069.7
11.193,12080.6
11.199,12093.0
11.219,12105.5
11.225,12124.4
11.238,12864.8
11.242,12815.45
11.257,12984.8
11.264,13035.5
11.269,13071.1
11.276,13119.1
11.293,13144.8
11.299,13172.6
11.304,13184.8
11.317,13285.8
11.324,13332.0
11.331,13365.3
11.35,13365.4
11.357,13371.1
11.358,13381.4
11.37,13397.3
11.377,13411.1
11.378,13405.7
11.382,13423.1
11.396,13433.0
11.4,13446.5
11.404,13462.7
11.416,13483.7
11.424,13506.7
11.426,13527.0
11.44,13536.3
11.45,13552.8
11.452,13568.9
11.468,13582.9
11.477,13595.4
11.483,13607.3
11.489,13619.9
11.501,13630.6
11.505,13639.9
11.509,13644.1
11.52,13662.6
11.521,13653.9
11.531,13668.8
11.536,13681.5
11.537,13675.5
11.545,13688.6
11.551,13696.1
11.553,13704.0
11.561,13707.9
11.584,13716.1
11.588,13724.3
11.59,13732.0
11.605,13739.6
11.61,13747.0
11.615,13754.4
11.628,13760.8
11.63,13767.3
11.642,13776.8
11.648,13782.9
11.65,13789.0
11.667,13795.4
11.677,13801.9
11.683,13805.1
11.69,13811.4
11.707,13817.4
11.713,13823.3
11.717,13829.3
11.734,13835.5
11.742,13850.2
11.75,13864.5
11.764,13871.3
11.771,13884.9
11.773,13899.1
11.784,13912.1
11.789,13924.3
11.794,13935.6
11.799,13945.1
11.813,13953.6
11.817,13957.9
11.818,13966.3
11.828,13974.6
11.834,13982.5
11.838,13990.1
11.846,13997.8
11.851,14005.7
11.855,14013.6
11.867,14021.1
11.874,14025.0
11.88,14033.6
11.887,14042.7
11.904,14051.9
11.909,14061.7
11.912,14071.9
11.927,14081.6
11.934,14091.1
11.936,14095.1
11.951,14103.6
11.959,14111.5
11.962,14119.3
11.98,14126.7
11.988,14133.8
11.995,14140.8
12.012,14148.1
12.023,14156.1
12.027,14160.1
12.031,14167.4
12.052,14174.8
12.059,14182.6
12.061,14190.0
12.075,14196.9
12.08,14203.4
12.081,14209.4
12.093,14212.3
12.099,14217.9
12.104,14223.5
12.115,14229.2
12.122,14235.3
12.13,14241.4
12.138,14248.7
12.161,14256.6
12.168,14260.9
12.175,14269.4
12.185,14276.9
12.19,14284.7
12.195,14292.5
12.206,14300.5
12.212,14308.8
12.217,14317.6
12.231,14326.5
12.24,14331.3
12.247,14341.2
12.251,14350.9
12.269,14360.2
12.274,14369.8
12.284,14378.9
12.289,14387.9
12.295,14398.35
12.306,14408.4
12.307,14421.2
12.309,14414.9
12.314,14427.1
12.317,14433.2
12.321,14439.6
12.328,14445.8
12.332,14452.3
12.337,14459.7
12.35,14472.8
12.356,14483.0
12.363,14493.4
12.381,14503.7
12.391,14516.3
12.395,14530.4
12.41,14536.8
12.417,14550.5
12.423,14565.1
12.434,14581.0
12.438,14597.9
12.44,16148.2
12.444,15971.6
12.462,16087.7
12.471,15990.7
12.473,15798.8
12.483,15791.3
12.488,15976.2
12.489,16216.4
12.507,16227.7
12.521,16451.1
12.529,16495.8
12.547,16497.1
12.558,16545.0
12.564,16545.2
12.575,16543.4
12.582,16524.1
12.584,16503.8
12.586,16486.9
12.593,16479.2
12.595,16482.2
12.597,16479.5
12.607,16493.6
12.614,16516.1
12.619,16559.3
12.624,16605.2
12.64,16649.3
12.646,16687.1
12.647,16720.9
12.665,16736.7
12.671,16766.3
12.672,16794.0
12.685,16823.6
12.688,18149.6
12.692,17934.1
12.702,18371.5
12.711,18373.4
12.716,18471.4
12.729,18519.0
12.737,18525.6
12.744,18580.7
12.748,18635.7
12.765,18594.1
12.769,18716.9
12.78,18790.7
12.786,18826.5
12.789,18860.7
12.8,18957.0
12.805,19038.4
12.81,19119.1
12.821,19222.4
12.826,19306.0
12.83,19379.4
12.841,19454.5
12.847,19492.7
12.852,19566.3
12.853,19632.7
12.867,19690.4
12.871,19739.7
12.872,19786.9
12.885,19838.1
12.892,19887.3
12.894,19912.3
12.907,19962.7
12.911,21412.1
12.914,21257.3
12.916,21653.6
12.932,21824.2
12.936,21919.4
12.937,22091.6
12.956,22167.9
12.964,22297.8
12.965,22390.7
12.98,22453.2
12.987,22574.1
13.001,22694.2
13.007,22712.0
13.012,22771.0
13.018,22804.9
13.031,22857.3
13.034,22913.85
13.052,22971.4
13.057,23014.25
13.076,23052.7
13.083,23085.199999999997
13.097,23136.5
13.104,23209.9
13.117,23305.0
13.123,23399.9
13.13,23463.9
13.139,25409.3
13.141,25167.9
13.146,24847.1
13.148,25616.8
13.15,26018.3
13.152,25769.5
13.163,26146.5
13.164,26301.6
13.166,26314.4
13.173,26352.8
13.179,26506.1
13.181,26848.7
13.185,26849.1
13.202,26844.4
13.207,26808.1
13.208,26774.9
13.219,26760.6
13.225,26753.1
13.228,26759.6
13.236,26777.7
13.241,26882.6
13.242,26818.2
13.247,26953.5
13.265,27021.8
13.268,27053.3
13.271,27111.5
13.284,27170.5
13.285,27269.4
13.287,27224.5
13.297,27311.1
13.299,27387.7
13.3,27350.1
13.309,27424.9
13.314,27479.3
13.315,27443.4
13.327,27514.3
13.333,27562.4
13.34,27612.1
13.355,27646.0
13.36,27681.4
13.366,27702.1
13.374,27741.7
13.378,27779.3
13.382,27814.9
13.392,27853.1
13.398,27911.25
13.409,27967.1
13.414,27985.5
13.418,28021.6
13.428,28058.2
13.43,29520.6
13.435,29542.199999999997
13.449,29566.8
13.451,29595.6
13.452,29562.6
13.459,29573.6
13.462,29638.6
13.464,29632.2
13.472,29654.1
13.476,29649.7
13.479,29676.8
13.483,29678.3
13.496,29676.5
13.498,29667.7
13.51,29658.2
13.511,29660.5
13.513,29658.0
13.521,29670.9
13.527,29717.1
13.528,29690.6
13.54,29751.1
13.547,29770.5
13.551,29807.3
13.556,29840.3
13.568,29869.8
13.57,29897.8
13.571,29922.3
13.582,29944.3
13.584,29966.2
13.585,29976.9
13.591,29998.1
13.592,30041.6
13.593,30019.9
13.602,30064.3
13.607,30096.45
13.615,30127.8
13.62,30137.8
13.624,30158.4
13.629,30179.8
13.64,30201.0
13.642,30221.0
13.645,30239.9
13.649,30272.8
13.652,30273.7
13.655,30324.2
13.658,30303.0
13.659,30310.1
13.662,30338.1
13.665,30352.7
13.667,30370.65
13.671,30743.95
13.672,30727.350000000002
13.674,30759.95
13.675,30390.1
13.676,30403.7
13.677,30801.4
13.678,30426.25
13.68,30593.82
13.681,30699.2
13.682,30552.78
13.683,30562.55
13.684,30745.32
13.685,30643.825
13.686,30763.75
13.687,30837.25
13.689,30862.124999999996
13.69,30861.63333333333
13.691,30911.1
13.694,30910.9
13.696,30926.0
13.7,30943.95
13.701,30957.7
13.704,30981.8
13.705,30991.85
13.706,31477.96666666667
13.707,31088.7
13.708,30992.3
13.709,31012.65
13.71,31048.95
13.711,31075.9
13.712,31753.0
13.715,31141.4
13.717,31767.95
13.718,32393.1
13.719,31125.6
13.724,31847.35
13.725,31468.9
13.726,31756.379999999997
13.727,31823.050000000003
13.728,31622.739999999998
13.729,31711.46
13.73,31819.600000000002
13.731,31749.066666666666
13.732,31737.87777777778
13.733,31800.225000000002
13.734,31760.850000000002
13.735,32106.774999999998
13.736,31910.7
13.737,32259.6
13.738,31966.033333333336
13.739,32300.4
13.741,32489.5
13.742,32328.1
13.755,32513.5
13.762,32537.8
13.764,32562.4
13.782,32598.4
13.783,32587.2
13.787,32620.2
13.797,32642.6
13.801,32664.6
13.802,32687.2
13.813,32709.6
13.816,32751.8
13.818,32730.9
13.821,32762.2
13.832,32782.9
13.833,32803.3
13.835,32824.6
13.841,32892.6
13.844,32846.3
13.845,32868.6
13.85,32918.7
13.853,32962.7
13.854,32932.8
13.862,32994.1
13.864,33057.5
13.866,33026.0
13.87,33088.1
13.875,33118.7
13.877,33149.0
13.879,33164.0
13.887,33250.2
13.888,33192.8
13.89,33220.8
13.897,33308.85
13.899,33309.3
13.905,33368.0
13.907,33413.3
13.909,33398.6
13.912,33442.5
13.915,33472.1
13.916,33520.5
13.923,33572.4
13.928,33610.0
13.931,33649.8
13.939,33745.5
13.941,33668.7
13.943,33709.0
13.946,33776.7
13.947,33831.8
13.949,33804.9
13.957,33857.6
13.963,33884.9
13.964,33898.7
13.969,33924.7
13.984,33952.7
13.985,34007.5
13.987,33979.0
13.999,34037.1
14.0,34095.1
14.003,34066.3
14.01,34124.4
14.014,34153.149999999994
14.027,34199.0
14.03,34266.1
14.031,34231.7
14.035,34298.3
14.046,34328.1
14.047,34357.2
14.048,34371.3
14.055,34447.3
14.057,34398.4
14.058,34423.5
14.064,34476.0
14.065,34540.7
14.067,34508.2
14.075,34573.5
14.081,34590.2
14.085,34625.9
14.095,34663.3
14.101,34702.0
14.104,34740.7
14.109,34780.9
14.124,34825.3
14.127,34892.899999999994
14.143,34939.5
14.148,35034.7
14.149,34987.2
14.16,35085.9
14.166,35140.2
14.168,35194.7
14.173,35249.3
14.186,35301.9
14.189,35327.6
14.193,35379.1
14.206,35434.2
14.209,35492.2
14.213,35550.0
14.225,35667.350000000006
14.227,35667.4
14.234,35785.3
14.238,35874.3
14.239,35815.1
14.247,35932.5
14.251,36051.7
14.252,35991.9
14.256,36111.9
14.27,36172.6
14.274,36233.5
14.277,36263.8
14.285,36325.1
14.289,36386.4
14.291,36446.2
14.297,36504.4
14.298,36619.4
14.302,36560.2
14.307,36676.9
14.312,36705.9
14.314,36765.5
14.316,36823.8
14.319,36909.8
14.321,36991.0
14.33,37041.6
14.333,37144.1
14.334,37092.4
14.348,37170.0
14.354,37220.1
14.358,37268.6
14.368,37316.0
14.372,37363.7
14.375,37409.7
14.379,37452.5
14.39,37494.4
14.393,37536.4
14.4,37577.8
14.405,37599.0
14.409,37679.5
14.41,37639.4
14.421,37716.0
14.424,37791.4
14.425,37753.3
14.437,37831.3
14.442,37889.5
14.443,37870.7
14.447,37926.5
14.46,37961.5
14.462,37997.2
14.465,38030.1
14.472,38140.26666666667
14.473,38063.8
14.476,38153.7
14.481,38230.3
14.483,38294.2
14.486,38263.3
14.493,38325.5
14.499,38357.2
14.501,38373.4
14.504,38430.4
14.507,38459.2
14.508,38403.9
14.51,38489.2
14.526,38520.6
14.533,38551.1
14.539,38581.2
14.553,38596.5
14.556,38657.8
14.558,38627.0
14.565,38687.5
14.57,38718.8
14.573,38750.1
14.576,38780.2
14.585,38810.4
14.587,38857.1
14.588,38826.0
14.6,38890.4
14.605,38924.8
14.608,38959.4
14.616,38993.5
14.622,39045.95
14.636,39101.7
14.644,39120.3
14.65,39156.9
14.656,39191.9
14.668,39227.6
14.672,39264.1
14.675,39300.2
14.688,39336.9
14.69,39390.9
14.692,39372.9
14.703,39428.0
14.708,39464.0
14.709,39499.3
14.718,39535.0
14.722,39605.0
14.723,39570.3
14.735,39640.5
14.741,39659.2
14.744,39715.3
14.756,39772.0
14.758,39810.8
14.759,39847.1
14.764,39946.2
14.767,39881.1
14.768,39912.1
14.771,39965.0
14.776,40002.8
14.779,40039.9
14.789,40080.1
14.795,40144.5
14.803,40209.6
14.82,40252.6
14.824,40296.5
14.834,40365.1
14.836,40455.6
14.838,40410.1
14.846,40503.6
14.85,40550.7
14.853,40598.2
14.862,40648.4
14.869,40673.9
14.875,40727.3
14.881,40778.7
14.897,40829.7
14.902,40907.35
14.912,40985.8
14.917,41047.35
14.927,41107.7
14.933,41155.6
14.937,41203.8
14.946,41251.9
14.95,41298.6
14.953,41345.0
14.958,41391.5
14.967,41414.3
14.97,41501.6
14.971,41458.9
14.983,41586.05
14.985,41586.0
14.992,41671.2
14.996,41757.2
14.997,41714.1
15.008,41778.4
15.012,41820.1
15.015,41861.8
15.022,41902.8
15.028,41944.1
15.029,42028.6
15.03,41986.0
15.042,42071.9
15.046,42135.8
15.047,42093.6
15.059,42178.4
15.064,42220.3
15.069,42261.3
15.077,42302.9
15.085,42344.3
15.087,42386.8
15.095,42428.8
15.1,42450.0
15.101,42491.5
15.106,42532.8
15.119,42574.7
15.121,42656.9
15.122,42616.9
15.131,42696.8
15.137,42746.149999999994
15.148,42808.2
15.152,42823.8
15.156,42854.3
15.16,42884.4
15.174,42914.4
15.175,42972.8
15.176,42943.9
15.188,43001.8
15.19,43031.0
15.192,43045.3
15.198,43074.3
15.201,43131.1
15.203,43102.5
15.207,43159.5
15.21,43217.6
15.213,43188.4
15.22,43247.2
15.225,43262.2
15.228,43292.2
15.232,43322.8
15.242,43417.0
15.243,43354.1
15.245,43385.6
15.253,43448.6
15.257,43496.5
15.259,43465.1
15.266,43527.2
15.269,43592.1
15.272,43559.4
15.277,43625.4
15.283,43658.9
15.287,43694.2
15.297,43730.7
15.303,43749.0
15.307,43804.45
15.319,43858.0
15.323,43910.0
15.334,43962.2
15.34,44004.649999999994
15.352,44046.7
15.356,44080.2
15.362,44112.5
15.366,44145.3
15.381,44178.0
15.385,44211.1
15.39,44244.2
15.405,44260.7
15.41,44293.2
15.411,44325.5
15.422,44358.3
15.427,44391.1
15.43,44423.5
15.439,44455.2
15.441,44518.1
15.444,44486.7
15.446,44533.9
15.458,44565.7
15.46,44597.4
15.463,44629.6
15.472,44661.9
15.476,44710.600000000006
15.484,44759.5
15.489,44775.6
15.491,44807.7
15.499,44839.2
15.503,44903.8
15.504,44871.2
15.512,44936.1
15.518,44967.9
15.521,44999.9
15.529,45031.4
15.533,45075.7
15.536,45076.5
15.542,45133.6
15.546,45162.1
15.549,45190.7
15.556,45220.4
15.557,45261.1
15.559,45247.9
15.563,45287.6
15.578,45314.2
15.581,45340.7
15.59,45368.1
15.596,45394.4
15.6,45419.4
15.601,45444.4
15.618,45457.3
15.622,45508.3
15.624,45483.3
15.632,45532.8
15.636,45583.5
15.637,45557.3
15.65,45613.3
15.655,45643.2
15.661,45672.9
15.666,45688.3
15.68,45720.8
15.685,45770.8
15.701,45822.4
15.704,45892.0
15.707,45857.2
15.716,45927.2
15.724,45945.3
15.725,45982.4
15.74,46018.6
15.746,46054.5
15.747,46091.2
15.754,46127.8
15.77,46163.7
15.774,46200.5
15.777,46218.7
15.789,46330.5
15.79,46255.4
15.793,46292.6
15.802,46368.3
15.804,46442.5
15.805,46405.2
15.815,46480.7
15.82,46537.6
15.821,46518.6
15.832,46574.8
15.838,46612.0
15.842,46650.2
15.845,46688.9
15.857,46769.6
15.861,46770.3
15.863,46901.6
15.865,46829.0
15.867,46865.7
15.868,46936.2
15.87,47006.7
15.873,46971.1
15.879,47043.1
15.888,47078.8
15.889,47113.1
15.893,47129.6
15.908,47160.6
15.911,47207.4
15.927,47257.8
15.937,47289.8
15.944,47321.3
15.963,47355.9
15.97,47390.3
15.971,47406.2
15.977,47438.4
15.992,47471.3
15.997,47503.4
16.003,47537.2
16.022,47572.4
16.027,47609.3
16.028,47645.8
16.043,47663.0
16.046,47695.9
16.049,47730.6
16.061,47765.7
16.064,47837.2
16.067,47802.0
16.076,47872.4
16.082,47923.5
16.084,47906.9
16.087,47956.8
16.101,47990.0
16.105,48022.7
16.108,48055.3
16.122,48088.3
16.125,48153.2
16.127,48121.3
16.134,48168.8
16.137,48233.6
16.139,48200.8
16.148,48266.8
16.151,48335.4
16.153,48301.3
16.156,48370.0
16.169,48404.0
16.172,48439.7
16.177,48457.9
16.185,48497.3
16.188,48578.2
16.19,48537.6
16.2,48657.350000000006
16.203,48658.1
16.21,48734.0
16.215,48753.2
16.218,48792.6
16.222,48833.8
16.233,48897.25
16.235,48959.7
16.245,49037.15
16.246,49037.6
16.264,49093.0
16.268,49127.2
16.269,49163.7
16.28,49200.0
16.281,49264.1
16.285,49233.0
16.287,49294.1
16.297,49335.8
16.298,49362.5
16.301,49322.5
16.306,49389.9
16.307,49444.3
16.31,49417.8
16.314,49493.350000000006
16.317,49493.1
16.322,49530.0
16.324,49580.2
16.326,49554.8
16.333,49607.1
16.336,49662.0
16.337,49634.4
16.343,49689.8
16.354,49717.1
16.358,49744.2
16.363,49757.4
16.373,49784.4
16.379,49824.649999999994
16.394,49865.2
16.401,49923.4
16.402,49894.0
16.415,49951.9
16.421,49965.4
16.425,49990.5
16.431,50014.5
16.444,50038.3
16.448,50062.1
16.451,50085.9
16.456,50108.1
16.457,50154.0
16.459,50131.2
16.468,50165.4
16.469,50208.2
16.472,50187.1
16.479,50229.1
16.486,50250.6
16.493,50272.0
16.498,50291.7
16.509,50323.5
16.511,50319.7
16.523,50352.5
16.525,50368.8
16.527,50384.4
16.533,50399.5
16.534,50431.5
16.537,50415.2
16.542,50439.6
16.547,50456.8
16.55,50473.7
16.557,50491.1
16.562,50508.9
16.565,50544.2
16.566,50526.6
16.58,50561.9
16.583,50579.3
16.586,50588.2
16.597,50605.7
16.599,50638.8
16.602,50623.3
16.605,50653.9
16.611,50668.9
16.617,50684.2
16.633,50700.1
16.642,50708.7
16.649,50725.7
16.654,50742.6
16.673,50760.1
16.678,50784.0
16.692,50804.8
16.699,50817.8
16.701,50824.1
16.718,50837.3
16.726,50850.7
16.73,50864.2
16.742,50876.7
16.746,50888.6
16.749,50900.4
16.753,50911.3
16.761,50924.2
16.764,50936.6
16.768,50942.9
16.776,50955.3
16.781,50967.6
16.786,50980.6
16.794,50993.5
16.795,51016.4
16.799,51004.8
16.802,51027.7
16.807,51034.2
16.81,51047.0
16.814,51060.1
16.826,51086.25
16.829,51086.1
16.839,51112.4
16.841,51131.8
16.843,51125.7
16.85,51144.0
16.86,51156.8
16.867,51171.1
16.879,51185.5
16.889,51200.1
16.894,51215.0
16.908,51230.4
16.917,51238.6
16.922,51262.7
16.935,51286.6
16.941,51301.9
16.944,51318.5
16.961,51336.5
16.969,51356.3
16.979,51374.0
16.986,51387.4
16.989,51400.8
16.997,51414.8
17.002,51428.2
17.003,51454.2
17.004,51440.9
17.016,51467.3
17.017,51487.7
17.019,51474.1
17.027,51501.4
17.032,51514.7
17.036,51527.4
17.042,51553.05
17.046,51553.1
17.049,51572.8
17.056,51585.9
17.058,51598.5
17.059,51610.0
17.063,51636.2
17.065,51635.75
17.068,51667.8
17.07,51661.8
17.076,51679.3
17.08,51690.9
17.081,51702.2
17.087,51712.8
17.091,51723.8
17.094,51735.3
17.104,51747.3
17.11,51753.3
17.111,51777.5
17.114,51765.5
17.12,51788.3
17.124,51797.4
17.128,51805.7
17.134,51814.7
17.139,51828.7
17.14,51823.9
17.154,51838.2
17.161,51847.6
17.166,51856.9
17.176,51866.2
17.18,51875.0
17.181,51891.0
17.183,51883.8
17.193,51907.9
17.194,51897.5
17.196,51901.0
17.201,51915.4
17.202,51930.6
17.204,51923.1
17.212,51937.9
17.215,51945.3
17.216,51953.1
17.219,51957.0
17.228,51964.6
17.23,51972.2
17.232,51979.4
17.237,51999.6
17.24,51986.3
17.241,51993.1
17.244,52006.2
17.247,52017.0
17.248,52009.6
17.261,52025.3
17.264,52041.4
17.265,52033.5
17.27,52049.1
17.284,52057.7
17.286,52066.5
17.291,52074.9
17.294,52086.3
17.297,52086.5
17.308,52115.9
17.309,52100.7
17.311,52108.6
17.317,52123.8
17.322,52131.3
17.324,52134.6
17.329,52141.0
17.345,52147.6
17.349,52154.1
17.353,52160.8
17.368,52167.4
17.37,52180.5
17.371,52174.2
17.382,52186.3
17.387,52191.350000000006
17.402,52198.9
17.408,52206.65
17.416,52214.9
17.434,52220.7
17.437,52226.7
17.441,52229.5
17.452,52247.9
17.454,52235.6
17.456,52241.9
17.464,52253.8
17.466,52266.2
17.469,52260.0
17.475,52272.4
17.48,52275.4
17.484,52281.4
17.493,52287.7
17.498,52293.9
17.501,52299.9
17.504,52305.6
17.512,52311.6
17.515,52323.8
17.517,52317.7
17.533,52330.0
17.536,52338.6
17.537,52332.9
17.547,52344.1
17.551,52355.1
17.552,52349.6
17.562,52360.8
17.57,52372.6
17.571,52366.7
17.576,52375.4
17.59,52381.5
17.596,52387.9
17.6,52393.8
17.615,52399.8
17.619,52406.0
17.623,52412.3
17.633,52418.3
17.639,52424.25
17.652,52433.4
17.659,52445.2
17.66,52439.4
17.667,52451.0
17.683,52457.1
17.686,52462.9
17.688,52465.9
17.702,52477.05
17.705,52477.3
17.711,52495.6
17.713,52486.9
17.715,52491.3
17.718,52499.7
17.722,52501.6
17.727,52506.0
17.73,52510.2
17.743,52514.4
17.746,52518.2
17.747,52521.8
17.749,52549.8
17.751,52549.2
17.753,52534.920000000006
17.754,52545.98
17.755,52555.55
17.757,52563.3
17.758,52565.2
17.76,52559.5
17.761,52557.6
17.764,52568.4
17.773,52572.15
17.781,52577.9
17.783,52574.9
17.785,52578.9
17.786,52576.6
17.788,52579.9
17.789,52580.9
17.791,52581.3
17.792,52582.8
17.794,52583.3
17.796,52582.25
17.797,52582.666666666664
17.798,52582.600000000006
17.8,52583.2
17.801,52581.62000000001
17.803,52582.1
17.804,52580.899999999994
17.805,52580.7
17.806,52579.4
17.807,52580.4
17.809,52579.1
17.81,52582.6
17.811,52579.3
17.812,52583.350000000006
17.813,52581.43333333333
17.814,52584.7
17.815,52582.82000000001
17.816,52581.95
17.817,52584.05
17.818,52583.44
17.819,52584.4
17.823,52584.6
17.824,52584.5
17.825,52585.3
17.829,52586.3
17.83,52585.8
17.848,52586.8
17.855,52587.4
17.856,52587.8
17.877,52588.8
17.884,52590.7
17.885,52589.7
17.896,52591.7
17.902,52592.5
17.905,52593.5
17.909,52594.7
17.924,52597.6
17.925,52595.9
17.927,52596.5
17.938,52598.6
17.939,52600.6
17.941,52599.6
17.949,52601.8
17.952,52604.1
17.954,52603.0
17.965,52604.8
17.972,52608.0
17.973,52606.3
17.986,52610.0
17.991,52611.6
17.995,52615.6
17.996,52613.7
18.012,52617.6
18.016,52619.7
18.028,52622.7
18.033,52626.7
18.036,52626.7
18.043,52632.5
18.052,52635.8
18.055,52639.2
18.064,52642.8
18.066,52650.25
18.069,52646.4
18.077,52670.3
18.078,52662.1
18.081,52660.3
18.082,52667.5
18.083,52659.1
18.086,52671.9
18.091,52675.4
18.093,52679.4
18.097,52683.7
18.115,52688.5
18.118,52693.5
18.122,52698.6
18.138,52703.7
18.139,52711.3
18.141,52706.2
18.152,52716.1
18.157,52723.05
18.169,52730.4
18.175,52740.8
18.176,52735.5
18.19,52743.4
18.203,52749.0
18.208,52754.6
18.215,52760.8
18.232,52767.2
18.235,52780.4
18.236,52773.7
18.253,52787.0
18.257,52797.0
18.258,52790.4
18.27,52803.7
18.277,52816.7
18.278,52810.2
18.294,52823.5
18.304,52830.5
18.309,52837.5
18.319,52844.5
18.327,52848.1
18.332,52858.55
18.348,52868.3
18.355,52875.1
18.36,52882.5
18.375,52889.7
18.383,52896.5
18.385,52900.0
18.401,52906.6
18.408,52912.9
18.413,52919.3
18.417,52925.3
18.432,52931.8
18.435,52938.5
18.44,52945.7
18.455,52949.5
18.461,52965.6
18.462,52957.5
18.472,52973.6
18.479,52981.1
18.486,52988.0
18.501,52994.8
18.51,53001.5
18.514,53007.8
18.521,53011.1
18.541,53017.9
18.546,53024.6
18.548,53031.7
18.566,53039.6
18.573,53048.0
18.581,53056.6
18.598,53065.4
18.606,53069.8
18.613,53078.7
18.626,53087.6
18.632,53104.8
18.633,53096.2
18.639,53113.4
18.658,53122.0
18.661,53130.8
18.665,53135.2
18.679,53144.2
18.684,53153.4
18.685,53163.0
18.698,53172.4
18.704,53181.4
18.71,53190.2
18.725,53199.0
18.729,53212.0
18.731,53207.6
18.742,53220.8
18.751,53229.5
18.757,53238.7
18.763,53248.1
18.78,53257.7
18.785,53267.5
18.786,53277.3
18.805,53282.2
18.811,53296.75
18.828,53311.9
18.837,53328.25
18.853,53344.8
18.862,53356.4
18.871,53368.4
18.881,53374.4
18.91,53386.3
18.918,53397.7
18.925,53409.3
18.942,53420.9
18.95,53432.5
18.952,53444.6
18.974,53456.9
18.985,53463.4
18.988,53476.0
19.001,53487.9
19.007,53500.3
19.014,53512.9
19.025,53525.6
19.053,53538.2
19.062,53550.6
19.07,53556.5
19.089,53568.2
19.095,53579.9
19.101,53591.6
19.116,53603.1
19.126,53614.8
19.127,53626.1
19.144,53637.2
19.155,53652.8
19.157,53647.8
19.168,53663.3
19.182,53673.5
19.187,53683.5
19.191,53693.1
19.205,53703.1
19.211,53718.75
19.233,53734.3
19.238,53744.6
19.245,53749.8
19.26,53760.0
19.268,53769.9
19.269,53779.4
19.289,53788.7
19.303,53797.9
19.309,53807.0
19.321,53816.1
19.327,53820.6
19.332,53834.05
19.352,53846.4
19.355,53861.7
19.356,53854.2
19.366,53869.0
19.373,53877.05
19.393,53885.1
19.408,53891.8
19.419,53898.4
19.43,53905.0
19.456,53911.6
19.464,53917.4
19.479,53923.0
19.492,53925.6
19.493,53933.9
19.496,53929.9
19.503,53938.6
19.509,53946.6
19.513,53943.3
19.519,53949.6
19.525,53953.5
19.528,53956.0
19.53,53952.2
19.539,53958.9
19.542,53961.7
19.547,53964.6
19.564,53967.5
19.569,53972.3
19.57,53969.9
19.59,53973.6
19.595,53978.7
19.597,53976.1
19.612,53981.4
19.623,53984.1
19.632,53986.3
19.651,53988.6
19.662,53991.0
19.672,53992.0
19.674,53994.1
19.696,53995.9
19.702,53999.6
19.703,53997.7
19.717,54001.2
19.724,54003.45
19.739,54005.5
19.746,54006.0
19.751,54007.2
19.756,54008.3
19.768,54009.3
19.771,54010.5
19.773,54011.6
19.79,54012.6
19.795,54013.7
19.799,54014.4
19.807,54015.5
19.811,54017.6
19.813,54016.6
19.823,54018.5
19.834,54019.3
19.837,54020.0
19.846,54020.9
19.858,54021.3
19.86,54022.1
19.864,54022.9
19.879,54023.8
19.884,54024.7
19.889,54025.3
19.9,54026.1
19.903,54027.5
19.906,54026.8
19.914,54027.9
