Vertical Position [m],Corrected sp Cond [uS/cm]
19.92,54029.4
19.924,54028.7
19.928,54030.3
19.936,54031.9
19.938,54031.1
19.942,54032.7
19.958,54033.4
19.96,54034.4
19.961,54033.7
19.972,54035.2
19.977,54036.7
19.978,54035.9
19.998,54037.4
20.005,54038.8
20.007,54038.2
20.016,54039.1
20.023,54039.7
20.026,54040.3
20.028,54040.8
20.04,54042.9
20.041,54041.4
20.043,54042.1
20.053,54043.6
20.058,54044.3
20.061,54044.6
20.074,54045.4
20.075,54047.0
20.078,54046.1
20.086,54048.0
20.093,54048.9
20.098,54050.0
20.108,54051.1
20.117,54051.6
20.126,54052.6
20.128,54053.6
20.152,54054.7
20.159,54055.7
20.162,54056.8
20.181,54058.0
20.189,54059.75
20.204,54060.9
20.211,54062.85
20.228,54065.0
20.234,54066.5
20.242,54067.7
20.25,54069.6
20.274,54071.6
20.286,54072.6
20.289,54074.4
20.309,54076.3
20.317,54079.25
20.335,54082.0
20.341,54083.7
20.345,54085.5
20.351,54086.2
20.367,54087.8
20.368,54089.4
20.37,54095.2
20.371,54091.0
20.373,54092.5
20.374,54095.25
20.377,54098.1
20.381,54098.8
20.389,54100.1
20.392,54103.0
20.394,54101.5
20.405,54104.5
20.413,54106.1
20.416,54107.6
20.425,54109.1
20.432,54110.5
20.436,54111.9
20.44,54112.7
20.449,54114.1
20.456,54116.15
20.467,54118.1
20.471,54120.8
20.473,54119.5
20.481,54121.9
20.485,54122.6
20.49,54123.6
20.494,54124.9
20.506,54129.1
20.508,54126.3
20.51,54127.7
20.521,54130.4
20.522,54132.6
20.524,54131.1
20.53,54134.0
20.532,54136.4
20.535,54135.3
20.54,54137.6
20.547,54138.8
20.552,54139.9
20.564,54140.4
20.57,54141.3
20.574,54142.2
20.578,54143.1
20.591,54144.2
20.592,54146.1
20.594,54145.1
20.603,54147.1
20.607,54149.0
20.608,54147.7
20.62,54150.2
20.628,54151.4
20.633,54152.7
20.64,54154.1
20.655,54155.4
20.659,54156.9
20.666,54158.4
20.67,54160.5
20.674,54163.1
20.676,54163.1
20.677,54168.3
20.678,54164.3
20.68,54167.95
20.683,54167.7
20.687,54172.0
20.688,54170.649999999994
20.69,54177.1
20.691,54174.3
20.692,54172.9
20.695,54175.5
20.698,54178.2
20.702,54180.7
20.705,54179.5
20.714,54182.0
20.719,54183.0
20.722,54183.8
20.726,54184.3
20.737,54187.1
20.739,54185.3
20.741,54186.3
20.75,54188.7
20.752,54188.7
20.755,54190.4
20.758,54191.6
20.761,54190.8
20.768,54192.1
20.772,54192.9
20.777,54193.6
20.789,54194.4
20.794,54195.1
20.798,54195.8
20.8,54196.5
20.813,54197.600000000006
20.817,54197.7
20.824,54199.0
20.827,54200.1
20.83,54199.6
20.838,54200.4
20.845,54201.1
20.847,54201.4
20.855,54202.1
20.88,54202.9
20.887,54203.6
20.899,54204.4
20.91,54205.5
20.919,54207.149999999994
20.936,54210.1
20.938,54208.0
20.941,54209.1
20.943,54212.25
20.947,54213.25
20.959,54215.4
20.962,54216.5
20.965,54217.2
20.982,54218.5
20.984,54220.9
20.986,54219.8
21.002,54222.1
21.007,54224.0
21.008,54223.1
21.021,54225.0
21.027,54225.5
21.033,54226.6
21.051,54227.9
21.062,54229.5
21.067,54231.0
21.083,54232.8
21.112,54234.5
21.121,54236.2
21.123,54237.2
21.141,54239.0
21.147,54242.4
21.148,54240.8
21.151,54246.4
21.158,54245.1
21.159,54245.8
21.162,54249.0
21.164,54249.7
21.17,54251.2
21.186,54254.4
21.188,54252.8
21.195,54256.0
21.21,54257.6
21.217,54259.1
21.218,54260.7
21.237,54261.5
21.245,54263.0
21.246,54264.5
21.262,54266.0
21.274,54267.6
21.28,54269.0
21.287,54270.6
21.301,54272.0
21.304,54273.4
21.31,54274.0
21.33,54275.8
21.337,54279.05
21.358,54282.2
21.362,54284.2
21.364,54286.2
21.369,54288.2
21.372,54291.4
21.375,54290.4
21.379,54293.6
21.399,54295.7
21.405,54297.8
21.406,54300.0
21.428,54302.2
21.431,54306.4
21.433,54304.3
21.45,54309.55
21.454,54309.8
21.459,54313.4
21.464,54316.0
21.465,54314.8
21.471,54317.3
21.474,54318.9
21.475,54320.1
21.478,54318.5
21.487,54322.86666666667
21.488,54322.5
21.489,54323.6
21.493,54325.0
21.496,54327.1
21.503,54328.7
21.507,54330.5
21.517,54332.3
21.522,54334.0
21.526,54335.5
21.529,54337.0
21.542,54338.7
21.546,54340.4
21.565,54343.3
21.573,54345.3
21.576,54347.4
21.594,54349.6
21.604,54351.9
21.613,54354.2
21.628,54356.4
21.636,54357.5
21.64,54359.6
21.646,54361.6
21.661,54364.9
21.665,54365.0
21.671,54367.8
21.676,54369.5
21.682,54370.5
21.696,54372.5
21.702,54374.6
21.707,54376.5
21.719,54378.4
21.727,54380.2
21.734,54382.0
21.749,54383.9
21.756,54384.8
21.763,54386.7
21.766,54388.6
21.787,54390.5
21.794,54392.4
21.796,54394.2
21.81,54396.2
21.815,54400.3
21.816,54398.1
21.831,54401.6
21.839,54403.8
21.845,54405.8
21.858,54408.1
21.864,54410.6
21.869,54413.3
21.873,54416.0
21.884,54421.9
21.886,54418.3
21.888,54419.6
21.895,54426.2
21.898,54426.2
21.905,54430.3
21.911,54432.3
21.919,54434.7
21.928,54436.0
21.952,54438.5
21.959,54440.7
21.962,54442.9
21.986,54445.0
21.992,54447.0
21.999,54448.8
22.012,54450.8
22.02,54452.8
22.026,54453.6
22.039,54455.3
22.044,54459.1
22.045,54457.2
22.057,54460.9
22.063,54462.7
22.068,54464.7
22.081,54466.6
22.089,54467.5
22.094,54471.2
22.095,54469.4
22.109,54472.9
22.117,54474.5
22.124,54476.2
22.135,54477.8
22.138,54480.8
22.141,54479.4
22.148,54481.5
22.152,54482.7
22.154,54483.9
22.162,54485.1
22.167,54486.4
22.171,54489.3
22.172,54487.7
22.187,54490.8
22.194,54491.6
22.195,54493.4
22.213,54495.1
22.22,54496.7
22.226,54498.2
22.235,54499.9
22.24,54501.5
22.245,54503.1
22.249,54504.0
22.267,54505.8
22.272,54507.7
22.278,54509.7
22.296,54511.7
22.3,54513.9
22.307,54515.7
22.322,54517.6
22.33,54519.3
22.331,54520.1
22.348,54521.8
22.356,54523.5
22.36,54525.1
22.364,54526.6
22.378,54528.2
22.384,54531.7
22.386,54529.9
22.411,54532.7
22.423,54534.6
22.429,54536.5
22.45,54538.3
22.459,54541.1
22.479,54543.9
22.49,54546.9
22.491,54545.8
22.508,54548.9
22.52,54551.0
22.526,54553.2
22.539,54555.2
22.552,54557.3
22.557,54560.2
22.574,54563.1
22.58,54565.0
22.587,54566.0
22.599,54568.1
22.602,54572.2
22.606,54570.2
22.616,54574.4
22.624,54576.3
22.629,54578.2
22.639,54580.0
22.645,54580.9
22.648,54584.6
22.65,54582.7
22.668,54586.6
22.675,54590.9
22.676,54588.8
22.689,54593.0
22.694,54596.1
22.696,54595.1
22.71,54598.1
22.721,54600.0
22.727,54602.0
22.732,54604.0
22.747,54605.9
22.748,54607.7
22.75,54609.5
22.758,54610.4
22.762,54612.1
22.766,54614.0
22.778,54616.1
22.787,54618.3
22.793,54620.6
22.806,54622.9
22.812,54626.3
22.814,54625.2
22.819,54628.0
22.837,54629.9
22.843,54632.0
22.848,54634.2
22.862,54636.5
22.869,54641.1
22.87,54638.7
22.885,54643.5
22.891,54646.8
22.893,54644.6
22.904,54648.9
22.907,54653.2
22.911,54651.2
22.917,54655.2
22.918,54659.3
22.922,54657.2
22.923,54660.4
22.938,54662.5
22.94,54664.4
22.941,54666.1
22.947,54668.0
22.961,54670.0
22.974,54672.4
23.003,54674.8
23.012,54675.9
23.019,54678.2
23.028,54680.2
23.035,54682.3
23.041,54684.3
23.047,54686.2
23.057,54690.1
23.061,54689.0
23.062,54687.7
23.064,54690.8
23.069,54692.8
23.085,54695.1
23.09,54697.5
23.092,54696.3
23.102,54698.8
23.108,54700.7
23.109,54700.0
23.116,54702.1
23.136,54703.5
23.139,54705.7
23.14,54704.8
23.153,54707.2
23.155,54706.4
23.156,54707.5
23.159,54707.05
23.161,54707.4
23.162,54707.7
23.166,54708.1
23.168,54708.8
23.176,54708.9
23.195,54709.0
23.199,54709.0
23.204,54709.1
23.218,54709.3
23.222,54709.9
23.224,54709.4
23.243,54710.4
23.253,54711.25
23.267,54711.8
23.268,54712.1
23.269,54711.9
23.27,54712.5
23.275,54713.9
23.277,54712.9
23.279,54713.3
23.288,54714.8
23.295,54715.8
23.297,54715.7
23.31,54716.2
23.312,54716.7
23.315,54716.4
23.322,54717.2
23.329,54717.8
23.333,54718.6
23.338,54719.2
23.353,54721.3
23.354,54719.9
23.356,54720.4
23.373,54722.4
23.379,54723.9
23.386,54725.3
23.408,54726.7
23.418,54728.0
23.419,54729.6
23.439,54730.3
23.449,54732.5
23.469,54734.9
23.478,54737.05
23.486,54739.1
23.504,54740.5
23.508,54742.0
23.512,54742.8
23.522,54744.4
23.523,54747.7
23.526,54746.1
23.536,54749.6
23.546,54752.8
23.548,54751.3
23.56,54753.9
23.569,54754.6
23.573,54756.1
23.578,54757.5
23.593,54760.100000000006
23.596,54760.1
23.603,54762.5
23.609,54764.1
23.61,54763.4
23.63,54765.1
23.634,54767.2
23.636,54765.7
23.65,54768.6
23.657,54769.8
23.664,54771.1
23.669,54772.3
23.681,54773.5
23.685,54774.4
23.69,54774.9
23.699,54776.0
23.701,54778.0
23.703,54777.0
23.714,54779.1
23.721,54780.5
23.738,54781.7
23.745,54782.1
23.752,54782.9
23.765,54783.7
23.774,54784.3
23.777,54785.1
23.778,54784.7
23.793,54785.6
23.796,54785.8
23.8,54785.8
23.808,54786.2
23.809,54786.8
23.813,54786.5
23.817,54786.9
23.822,54787.0
23.823,54787.1
23.824,54787.5
23.825,54787.25
23.826,54787.46666666667
23.827,54787.15
23.828,54787.2
23.829,54787.05
23.83,54787.2
23.831,54787.6
23.832,54786.8
23.833,54787.5
23.834,54787.15
23.836,54786.8
23.837,54786.9
23.844,54786.6
23.845,54785.75
23.849,54786.5
23.85,54785.8
23.851,54785.1
23.853,54785.4
23.856,54780.9
23.859,54782.0
23.86,54783.06666666667
23.861,54784.4
23.862,54784.0
23.865,54783.5
23.869,54780.4
23.87,54779.4
23.874,54779.9
23.885,54778.9
23.891,54778.3
23.895,54777.7
23.906,54777.3
23.912,54777.0
23.915,54776.0
23.917,54776.5
23.937,54775.6
23.942,54775.1
23.947,54774.8
23.957,54774.5
23.958,54773.9
23.961,54774.1
23.968,54773.5
23.973,54773.2
23.977,54772.9
23.986,54772.6
23.988,54771.9
23.989,54772.3
23.991,54772.1
24.002,54771.7
24.005,54771.7
24.01,54771.6
24.015,54771.8
24.016,54771.6
24.03,54772.1
24.035,54772.5
24.036,54772.3
24.042,54772.5
24.058,54772.5
24.059,54772.6
24.062,54772.6
24.07,54772.6
24.072,54772.4
24.075,54772.6
24.079,54772.6
24.088,54772.8
24.089,54772.9
24.102,54773.4
24.105,54773.35
24.109,54773.2
24.126,54773.8
24.135,54774.2
24.153,54774.7
24.162,54775.0
24.171,54775.5
24.179,54776.1
24.196,54776.6
24.199,54777.5
24.201,54777.1
24.211,54777.9
24.217,54778.2
24.222,54778.3
24.23,54778.8
24.232,54779.6
24.234,54779.2
24.24,54780.0
24.262,54780.6
24.271,54781.0
24.279,54781.4
24.3,54781.5
24.302,54782.2
24.305,54781.8
24.322,54782.6
24.328,54783.0
24.332,54783.3
24.345,54783.7
24.354,54784.3
24.357,54784.5
24.364,54784.8
24.383,54785.2
24.384,54785.7
24.389,54786.1
24.405,54786.4
24.406,54787.1
24.409,54786.8
24.419,54787.5
24.421,54787.8
24.424,54787.6
24.436,54788.2
24.446,54788.5
24.449,54788.7
24.454,54789.0
24.471,54789.3
24.475,54789.8
24.482,54790.1
24.485,54790.7
24.489,54790.8
24.49,54790.4
24.501,54791.0
24.503,54791.7
24.505,54791.4
24.519,54792.1
24.526,54792.4
24.527,54792.3
24.535,54792.6
24.553,54792.8
24.558,54793.0
24.564,54793.0
24.581,54793.2
24.585,54793.3
24.588,54793.4
24.604,54793.6
24.607,54793.6
24.622,54793.9
24.631,54794.2
24.646,54794.3
24.66,54794.3
24.663,54794.3
24.668,54794.3
24.688,54794.3
24.692,54794.4
24.698,54794.5
24.718,54794.4
24.725,54794.6
24.741,54794.7
24.745,54794.6
24.748,54794.6
24.758,54794.7
24.767,54794.6
24.77,54794.7
24.775,54794.6
24.795,54794.6
24.799,54794.7
24.804,54794.6
24.815,54794.6
24.82,54794.7
24.822,54794.6
24.836,54794.6
24.841,54794.5
24.844,54794.6
24.857,54794.5
24.865,54794.5
24.866,54794.4
24.875,54794.3
24.896,54794.3
24.9,54794.3
24.905,54794.3
24.914,54794.3
24.915,54794.3
24.918,54794.4
24.925,54794.3
24.927,54794.3
24.932,54794.3
24.938,54794.3
24.942,54794.2
24.948,54794.1
24.96,54794.0
24.961,54794.0
24.963,54793.9
24.988,54793.8
24.994,54793.649999999994
25.016,54793.6
25.027,54793.7
25.046,54793.5
25.056,54793.5
25.063,54793.6
25.071,54793.4
25.091,54793.4
25.096,54793.4
25.103,54793.5
25.123,54793.4
25.127,54793.5
25.132,54793.4
25.142,54793.4
25.144,54793.4
25.147,54793.5
25.155,54793.5
25.161,54793.4
25.164,54793.3
25.175,54793.4
25.183,54793.4
25.189,54793.4
25.196,54793.4
25.213,54793.4
25.215,54793.4
25.219,54793.3
25.229,54793.1
25.236,54793.1
25.256,54793.1
25.264,54793.1
25.278,54793.0
25.282,54792.8
25.284,54792.75
25.287,54792.4
25.288,54792.9
25.29,54792.3
25.292,54792.9
25.295,54792.9
25.299,54792.1
25.3,54792.9
25.307,54791.8
25.323,54791.7
25.329,54791.7
25.334,54791.6
25.35,54791.6
25.358,54791.5
25.363,54791.4
25.364,54791.5
25.376,54791.4
25.381,54791.4
25.382,54791.5
25.394,54791.3
25.396,54791.2
25.399,54791.1
25.408,54791.2
25.418,54791.2
25.421,54791.1
25.43,54791.1
25.437,54791.0
25.441,54791.0
25.452,54791.0
25.462,54790.9
25.467,54791.0
25.472,54790.9
25.48,54791.0
25.483,54790.8
25.486,54790.8
25.499,54790.8
25.508,54790.7
25.509,54790.8
25.527,54790.5
25.539,54790.3
25.544,54790.2
25.545,54790.3
25.557,54790.0
25.559,54790.2
25.562,54790.2
25.578,54790.2
25.582,54790.3
25.59,54790.1
25.598,54790.1
25.602,54790.0
25.614,54790.1
25.62,54790.0
25.624,54789.8
25.628,54789.8
25.64,54789.8
25.643,54789.7
25.646,54789.6
25.65,54789.8
25.655,54789.8
25.658,54789.8
25.662,54789.8
25.664,54789.8
25.666,54789.8
25.671,54789.9
25.676,54789.9
25.677,54790.0
25.68,54790.0
25.681,54790.0
25.689,54789.6
25.69,54789.7
25.693,54789.6
25.703,54789.6
25.707,54789.5
25.709,54789.5
25.723,54789.5
25.733,54789.6
25.739,54789.5
25.745,54789.5
25.762,54788.9
25.763,54789.2
25.766,54789.1
25.78,54788.8
25.783,54788.7
25.792,54788.7
25.797,54788.6
25.799,54788.6
25.81,54788.5
25.816,54788.4
25.817,54788.4
25.826,54788.4
25.842,54788.3
25.847,54788.5
25.848,54788.3
25.861,54788.1
25.864,54787.8
25.867,54788.0
25.883,54787.8
25.884,54787.6
25.887,54787.7
25.898,54787.7
25.901,54787.4
25.903,54787.5
25.905,54787.2
25.906,54786.9
25.907,54786.5
25.91,54786.3
25.911,54786.7
25.912,54787.0
25.913,54787.0
25.914,54786.333333333336
25.915,54787.0
25.918,54785.95
25.919,54785.6
25.92,54785.26666666666
25.923,54784.75
25.925,54784.9
25.928,54784.6
25.93,54784.3
25.932,54783.8
25.933,54782.9
25.934,54783.649999999994
25.935,54784.2
25.937,54782.8
25.938,54782.95
25.94,54783.26666666666
25.941,54783.05
25.942,54783.85
25.945,54782.2
25.947,54781.7
25.948,54782.0
25.949,54781.5
25.951,54781.3
25.952,54782.4
25.953,54781.8
25.954,54780.850000000006
25.956,54781.18000000001
25.959,54780.15
25.96,54780.0
25.961,54780.0
25.962,54780.25
25.963,54781.1
25.964,54780.36666666667
25.965,54780.6
25.966,54780.2
25.967,54779.55
25.97,54779.85
25.971,54779.3
25.979,54779.0
25.984,54778.7
25.986,54778.9
25.99,54778.5
26.001,54778.4
26.005,54778.3
26.007,54778.2
26.025,54778.1
26.026,54778.0
26.029,54778.0
26.044,54777.9
26.052,54778.05
26.066,54778.2
26.069,54778.2
26.072,54778.3
26.082,54778.1
26.085,54778.2
26.09,54778.1
26.091,54778.1
26.108,54778.1
26.11,54778.2
26.115,54778.2
26.126,54778.3
26.129,54778.2
26.132,54778.1
26.143,54778.3
26.148,54778.3
26.149,54778.3
26.165,54778.3
26.174,54778.3
26.179,54778.3
26.184,54778.3
26.2,54778.5
26.202,54778.6
26.206,54778.7
26.22,54778.6
26.224,54778.7
26.233,54778.8
26.239,54779.0
26.24,54779.0
26.255,54779.2
26.263,54779.1
26.27,54779.1
26.277,54779.1
26.296,54779.1
26.298,54778.9
26.302,54779.0
26.317,54779.1
26.32,54779.3
26.322,54779.3
26.33,54779.4
26.331,54779.4
26.335,54779.4
26.344,54779.4
26.352,54779.5
26.358,54779.5
26.372,54779.5
26.376,54779.6
26.38,54779.5
26.385,54779.5
26.426,54779.5
26.437,54779.4
26.443,54779.4
26.453,54779.3
26.46,54779.1
26.467,54778.8
26.481,54778.8
26.49,54778.5
26.509,54778.2
26.518,54778.0
26.528,54777.9
26.542,54777.7
26.548,54777.5
26.552,54777.2
26.556,54777.2
26.567,54776.9
26.568,54776.5
26.571,54776.7
26.584,54776.3
26.592,54776.1
26.598,54776.1
26.61,54775.9
26.616,54775.8
26.621,54775.6
26.625,54775.3
26.638,54775.0
26.644,54774.9
26.657,54774.8
26.664,54774.6
26.668,54774.1
26.67,54774.3
26.681,54774.0
26.685,54773.7
26.688,54773.8
26.7,54773.6
26.707,54773.3
26.709,54773.2
26.725,54773.1
26.731,54772.9
26.735,54772.9
26.737,54772.6
26.741,54772.65
26.743,54772.45
26.745,54772.1
26.746,54772.0
26.748,54772.6
26.749,54772.7
26.756,54771.7
26.76,54771.7
26.762,54771.3
26.763,54771.5
26.777,54771.2
26.781,54771.1
26.782,54771.1
26.797,54771.2
26.799,54771.1
26.804,54771.1
26.805,54771.1
26.806,54771.1
26.815,54770.9
26.821,54770.8
26.827,54770.8
26.834,54770.6
26.854,54770.6
26.859,54770.6
26.86,54770.5
26.883,54770.4
26.892,54770.3
26.894,54770.3
26.91,54770.3
26.919,54770.2
26.923,54770.2
26.928,54770.3
26.946,54770.4
26.949,54770.4
26.959,54770.4
26.965,54770.3
26.967,54770.3
26.97,54770.2
26.987,54770.2
26.99,54770.0
26.993,54770.1
27.004,54769.9
27.011,54769.6
27.014,54769.7
27.027,54769.5
27.035,54769.3
27.036,54769.4
27.053,54769.2
27.067,54769.1
27.074,54769.0
27.08,54768.8
27.093,54768.7
27.1,54768.7
27.107,54768.4
27.125,54768.4
27.129,54768.4
27.141,54768.2
27.153,54768.2
27.16,54768.1
27.176,54768.1
27.186,54768.0
27.188,54768.0
27.191,54768.0
27.207,54767.75
27.21,54767.8
27.22,54767.5
27.228,54767.2
27.229,54767.3
27.252,54767.2
27.259,54767.0
27.261,54767.1
27.266,54767.0
27.287,54766.9
27.291,54766.7
27.293,54766.6
27.313,54766.5
27.316,54766.5
27.319,54766.5
27.334,54766.5
27.341,54766.3
27.343,54766.4
27.355,54766.1
27.36,54765.9
27.363,54766.0
27.368,54765.8
27.391,54765.6
27.396,54765.6
27.399,54765.6
27.416,54765.3
27.417,54765.5
27.42,54765.4
27.429,54765.2
27.432,54765.1
27.435,54765.2
27.444,54765.0
27.451,54765.0
27.455,54765.1
27.463,54765.0
27.469,54764.9
27.473,54764.8
27.479,54764.7
27.498,54764.5
27.501,54764.4
27.51,54764.3
27.515,54764.1
27.517,54764.2
27.53,54764.0
27.531,54763.9
27.535,54764.0
27.542,54763.8
27.547,54763.7
27.55,54763.7
27.554,54763.5
27.571,54763.3
27.577,54763.1
27.584,54763.0
27.601,54763.0
27.603,54762.8
27.605,54762.9
27.618,54762.6
27.624,54762.5
27.626,54762.5
27.639,54762.3
27.647,54762.2
27.651,54762.1
27.658,54762.2
27.68,54762.1
27.682,54761.9
27.685,54762.0
27.706,54761.9
27.711,54761.7
27.715,54761.6
27.727,54761.6
27.732,54761.4
27.733,54761.5
27.746,54761.3
27.75,54761.0
27.752,54761.1
27.768,54760.9
27.776,54760.8
27.78,54760.5
27.784,54760.6
27.799,54760.5
27.802,54760.4
27.804,54760.5
27.817,54760.3
27.824,54760.2
27.831,54760.0
27.846,54759.8
27.853,54759.5
27.854,54759.6
27.859,54759.4
27.877,54759.5
27.881,54759.4
27.885,54759.2
27.899,54759.1
27.9,54759.1
27.903,54759.1
27.922,54759.0
27.924,54758.9
27.927,54759.0
27.936,54758.8
27.941,54758.7
27.946,54758.6
27.956,54758.6
27.961,54758.5
27.962,54758.4
27.969,54758.5
27.99,54758.4
27.996,54758.4
28.0,54758.4
28.011,54758.3
28.013,54758.3
28.015,54758.4
28.023,54758.1
28.031,54758.1
28.032,54758.2
28.047,54758.1
28.055,54758.1
28.057,54758.1
28.064,54758.0
28.078,54757.9
28.084,54757.8
28.09,54757.8
28.101,54757.8
28.107,54757.6
28.112,54757.6
28.124,54757.5
28.133,54757.3
28.136,54757.3
28.147,54757.3
28.149,54757.2
28.153,54757.2
28.163,54757.2
28.175,54757.2
28.18,54757.2
28.186,54757.2
28.2,54757.2
28.207,54756.9
28.214,54756.9
28.232,54757.0
28.242,54756.9
28.247,54757.0
28.268,54756.9
28.273,54757.0
28.276,54756.9
28.28,54756.9
28.296,54756.95
28.3,54756.8
28.304,54756.8
28.306,54756.7
28.308,54756.6
28.309,54756.5
28.313,54756.5
28.322,54756.3
28.327,54756.2
28.33,54756.2
28.334,54756.1
28.349,54756.1
28.351,54756.0
28.355,54755.9
28.374,54755.9
28.378,54755.9
28.385,54755.8
28.391,54755.9
28.392,54755.8
28.395,54755.8
28.407,54755.8
28.412,54755.6
28.415,54755.7
28.432,54755.7
28.442,54755.6
28.443,54755.5
28.45,54755.6
28.471,54755.5
28.475,54755.5
28.481,54755.6
28.491,54755.6
28.492,54755.6
28.497,54755.6
28.512,54755.5
28.516,54755.5
28.524,54755.3
28.531,54755.3
28.537,54755.2
28.547,54755.2
28.555,54755.1
28.556,54755.1
28.56,54755.1
28.573,54755.3
28.574,54755.3
28.578,54755.3
28.586,54755.2
28.588,54754.9
28.592,54755.1
28.603,54754.6
28.61,54754.6
28.615,54754.6
28.62,54754.5
28.638,54754.25
28.641,54754.1
28.656,54754.0
28.659,54754.1
28.663,54754.2
28.672,54754.149999999994
28.677,54754.2
28.684,54754.2
28.688,54754.1
28.69,54754.3
28.704,54754.2
28.714,54754.2
28.722,54754.2
28.723,54754.1
28.742,54754.0
28.743,54754.0
28.746,54754.0
28.761,54753.9
28.764,54754.0
28.767,54754.1
28.778,54754.0
28.781,54754.1
28.783,54754.0
28.795,54754.1
28.801,54754.3
28.804,54754.2
28.811,54754.0
28.822,54754.0
28.826,54754.1
28.827,54754.0
28.833,54754.1
28.835,54754.2
28.839,54754.1
28.856,54754.1
28.86,54754.1
28.865,54754.1
28.878,54754.1
28.883,54754.0
28.889,54754.1
28.903,54754.0
28.906,54754.0
28.909,54754.1
28.925,54754.1
28.927,54754.2
28.93,54754.2
28.937,54754.6
28.939,54754.3
28.943,54754.5
28.951,54754.7
28.958,54754.7
28.964,54754.9
28.976,54755.0
28.98,54755.0
28.982,54755.1
28.984,54755.0
29.002,54755.149999999994
29.007,54755.2
29.014,54755.2
29.016,54755.2
29.02,54755.2
29.024,54755.3
29.028,54755.3
29.029,54755.4
29.036,54755.4
29.039,54755.5
29.041,54755.5
29.043,54755.5
29.058,54755.4
29.062,54755.5
29.066,54755.4
29.081,54755.4
29.084,54755.4
29.087,54755.5
29.102,54755.4
29.107,54755.5
29.111,54755.4
29.114,54755.4
29.12,54755.6
29.123,54755.4
29.126,54755.4
29.137,54755.3
29.141,54755.4
29.142,54755.3
29.147,54755.2
29.148,54755.2
29.152,54755.1
29.159,54755.1
29.165,54755.1
29.168,54755.1
29.178,54754.9
29.19,54754.8
29.192,54754.8
29.201,54754.7
29.208,54754.7
29.211,54754.6
29.214,54754.5
29.219,54754.6
29.221,54754.7
29.224,54754.7
29.235,54754.6
29.24,54754.8
29.245,54754.7
29.252,54754.8
29.257,54754.7
29.26,54754.8
29.267,54754.9
29.271,54754.8
29.273,54754.9
29.276,54754.9
29.289,54754.9
29.29,54754.9
29.292,54755.0
29.298,54754.9
29.299,54755.1
29.302,54755.1
29.312,54755.0
29.32,54755.0
29.328,54754.9
29.341,54754.9
29.349,54754.9
29.352,54755.0
29.355,54754.9
29.374,54755.1
29.375,54755.1
29.38,54755.1
29.385,54755.2
29.391,54755.2
29.393,54755.1
29.403,54755.1
29.41,54755.2
29.414,54755.3
29.419,54755.4
29.437,54755.6
29.44,54755.7
29.443,54755.8
29.457,54755.9
29.458,54755.8
29.462,54755.9
29.464,54756.0
29.466,54756.1
29.47,54756.1
29.477,54756.25
29.482,54756.4
29.491,54756.5
29.494,54756.4
29.497,54756.5
29.512,54756.5
29.514,54756.5
29.524,54756.6
29.525,54756.7
29.527,54756.9
29.53,54756.7
29.533,54756.9
29.539,54756.8
29.545,54756.9
29.549,54756.9
29.554,54756.9
29.57,54757.1
29.571,54757.0
29.574,54757.0
29.588,54756.9
29.59,54757.0
29.594,54757.1
29.596,54757.1
29.597,54757.0
29.602,54757.1
29.605,54757.3
29.61,54757.5
29.612,54757.6
29.617,54757.6
29.619,54757.7
29.622,54757.7
29.625,54757.9
29.631,54757.9
29.638,54757.8
29.639,54757.7
29.64,54757.9
29.644,54758.1
29.645,54758.0
29.656,54758.0
29.657,54758.0
29.663,54758.1
29.681,54758.2
29.685,54758.2
29.697,54758.3
29.698,54758.5
29.699,54758.5
29.701,54758.5
29.704,54758.6
29.706,54758.8
29.708,54758.8
29.721,54758.8
29.724,54758.7
29.729,54758.7
29.736,54758.8
29.742,54758.9
29.748,54758.9
29.754,54758.9
29.77,54759.0
29.772,54759.0
29.775,54759.0
29.789,54759.0
29.791,54758.8
29.794,54759.0
29.805,54758.7
29.813,54758.8
29.818,54758.8
29.828,54758.8
29.83,54758.9
29.835,54758.9
29.838,54758.9
29.858,54758.9
29.864,54759.1
29.869,54759.1
29.878,54759.3
29.883,54759.3
29.894,54759.5
29.898,54759.6
29.9,54759.7
29.908,54759.8
29.912,54759.8
29.916,54759.8
29.917,54759.8
29.936,54759.9
29.94,54759.8
29.944,54759.8
29.952,54759.7
29.953,54759.8
29.958,54759.8
29.963,54759.8
29.967,54759.9
29.971,54759.9
29.982,54760.0
29.991,54759.9
29.995,54759.8
30.001,54760.0
30.012,54759.9
30.017,54759.9
30.022,54759.8
30.036,54759.9
30.042,54759.8
30.048,54759.8
30.063,54759.9
30.064,54760.2
30.069,54760.0
30.076,54760.2
30.081,54760.4
30.084,54760.3
30.089,54760.5
30.111,54760.6
30.116,54760.5
30.117,54760.6
30.119,54760.850000000006
30.123,54760.8
30.135,54761.0
30.137,54761.2
30.141,54761.2
30.15,54761.2
30.157,54761.2
30.161,54761.2
30.167,54760.9
30.169,54761.1
30.171,54760.9
30.177,54761.1
30.187,54760.9
30.192,54760.9
30.193,54760.8
30.203,54760.8
30.209,54760.55
30.233,54760.4
30.246,54760.3
30.252,54760.4
30.272,54760.4
30.276,54760.5
30.278,54760.4
30.282,54760.5
30.3,54760.6
30.302,54760.6
30.306,54760.7
30.31,54760.6
30.312,54760.6
30.316,54760.7
30.326,54760.4
30.334,54760.4
30.349,54760.4
30.355,54760.3
